Title,Abstract,Link
"""Bioscaffold-based study of glioblastoma cell behavior and drug delivery for tumor therapy.""","""Glioblastoma multiforme (GBM) is a severe form of brain cancer with an average five-year survival rate of 6.7%. Current treatment strategies include surgical resection of the tumor area and lining the lesion site with therapeutics, which offer only a moderate impact on increasing survival rates. Drug-testing models based on the monolayer cell culture method may partially explain the lack of advancement in effective GBM treatment, because this model is limited in its ability to show heterogeneous cell-cell and cell-environment interactions as tumor cells in the in vivo state. The development of bioscaffold-based culture models is an important improvement in GBM research, preclinical trials, and targeted drug testing, through better mimicking of the heterogeneity of tumor environmental conditions. A major hurdle towards better GBM outcomes is in delivering medication across the blood-brain barrier (BBB), which normally prevents the crossing of materials into the treatment site. The delivery of therapeutics using bioscaffolds is a potential means of overcoming the BBB and could potentially facilitate long-lasting drug release. A number of natural and synthetic materials have been studied for their biodegradability, toxicity, distribution, and pharmaceutical stability, which are needed to determine the overall effectiveness and safety of glioblastoma treatment. This review summarizes advancements in the research of bioscaffold-based GBM cell growth systems and the potential of using bioscaffolds as a carrier for drug delivery.""",https://pubmed.ncbi.nlm.nih.gov/33945833
"""Immunocompetent murine models for the study of glioblastoma immunotherapy.""","""Glioblastoma remains a lethal diagnosis with a 5-year survival rate of less than 10%. (NEJM 352:987-96, 2005) Although immunotherapy-based approaches are capable of inducing detectable immune responses against tumor-specific antigens, improvements in clinical outcomes are modest, in no small part due to tumor-induced immunosuppressive mechanisms that promote immune escape and immuno-resistance. Immunotherapeutic strategies aimed at bolstering the immune response while neutralizing immunosuppression will play a critical role in improving treatment outcomes for glioblastoma patients. In vivo murine models of glioma provide an invaluable resource to achieving that end, and their use is an essential part of the preclinical workup for novel therapeutics that need to be tested in animal models prior to testing experimental therapies in patients. In this article, we review five contemporary immunocompetent mouse models, GL261 (C57BL/6), GL26 (C57BL/6) CT-2A (C57BL/6), SMA-560 (VM/Dk), and 4C8 (B6D2F1), each of which offer a suitable platform for testing novel immunotherapeutic approaches.""",https://pubmed.ncbi.nlm.nih.gov/24779345
"""Exploitation of adaptive evolution in glioma treatment.""","""Glioblastoma multiforme (GBM) is a malignant neoplasm of the CNS with almost uniform lethality. Even with standard-of-care treatments, the prognosis for patients remains dismal. GBM, as with other malignancies, often acquires treatment resistance after an initial response to therapy. Treatment resistance may come about through the adaptive evolution of tumors in response to selection pressures from treatment interventions and the microenvironment. This review discusses how adaptive evolution might potentially be exploited as a new paradigm in GBM treatment.""",https://pubmed.ncbi.nlm.nih.gov/23977426
"""Understanding the Role of Endothelial Cells in Glioblastoma: Mechanisms and Novel Treatments.""","""Glioblastoma is a highly aggressive neoplasm and the most common primary malignant brain tumor. Endothelial tissue plays a critical role in glioblastoma growth and progression, facilitating angiogenesis, cellular communication, and tumorigenesis. In this review, we present an up-to-date and comprehensive summary of the role of endothelial cells in glioblastomas, along with an overview of recent developments in glioblastoma therapies and tumor endothelial marker identification.""",https://pubmed.ncbi.nlm.nih.gov/38892305
"""Hypofractionated stereotactic re-irradiation for progressive glioblastoma: twelve years' experience of a single center.""","""Purpose: We aimed to evaluate the prognostic factors and the role of stereotactic radiotherapy (SRT) as a re-irradiation technique in the management of progressive glioblastoma. Methods: The records of 77 previously irradiated glioblastoma patients who progressed and received second course hypofractionated SRT (1-5 fractions) between 2009 and 2022 in our department were evaluated retrospectively. Statistical Package for the Social Sciences (SPSS) version 23.0 (IBM, Armonk, NY, USA) was utilized for all statistical analyses. Results: The median time to progression from the end of initial radiotherapy was 14 months (range, 6-68 months). The most common SRT schedule was 30 Gy (range, 18-50 Gy) in 5 fractions (range, 1-5 fractions). The median follow-up after SRT was 9 months (range, 3-80 months). One-year overall (OS) and progression-free survival (PFS) rates after SRT were 46% and 35%, respectively. Re-irradiation dose and the presence of pseudoprogression were both significant independent positive prognostic factors for both OS (p = 0.009 and p = 0.04, respectively) and PFS (p = 0.008 and p = 0.04, respectively). For PFS, progression-free interval > 14 months was also a prognostic factor (p = 0.04). The treatment was well tolerated without significant acute toxicity. During follow-up, radiation necrosis was observed in 17 patients (22%), and 14 (82%) of them were asymptomatic. Conclusion: Hypofractionated SRT is an effective treatment approach for patients with progressive glioblastoma. Younger patients who progressed later than 14 months, received higher SRT doses, and experienced pseudoprogression following SRT had improved survival rates.""",https://pubmed.ncbi.nlm.nih.gov/38383875
"""Cancer stem cell plasticity in glioblastoma multiforme: a perspective on future directions in oncolytic virotherapy.""","""The cancer stem cell (CSC) hypothesis suggests that a rare population of stem-like cells underpin tumorigenesis. Oncolytic viruses (OVs) demonstrate novel mechanisms of targeting the elusive CSCs with greater selectivity - promising therapeutic potential against solid tumors such as glioblastoma (GBM) that are resistant to conventional treatment. In general, OVs have failed to translate the efficacy from bench to bedside. The success of OVs rely on the hypothesis that eliminating CSCs is key to preventing recurrence. However, newly emerging evidence of CSC plasticity challenge this hypothesis by proposing that the CSC pool can be regenerated from non-CSCs post-treatment. We review this evidence surrounding the CSC hypothesis to propose an original perspective on why several advanced OVs may be failing to reflect their true potential in clinical trials. We argue that preventing non-CSC to CSC dedifferentiation may be critical to achieving long-term treatment efficacy in future OV clinical trials.""",https://pubmed.ncbi.nlm.nih.gov/32744059
"""Glioblastoma Stem Cell Targeting Peptide Isolated Through Phage Display Binds Cadherin 2.""","""Glioblastoma stem cells (GSCs) have unique properties of self-renewal and tumor initiation that make them potential therapeutic targets. Development of effective therapeutic strategies against GSCs requires both specificity of targeting and intracranial penetration through the blood-brain barrier. We have previously demonstrated the use of in vitro and in vivo phage display biopanning strategies to isolate glioblastoma targeting peptides. Here we selected a 7-amino acid peptide, AWEFYFP, which was independently isolated in both the in vitro and in vivo screens and demonstrated that it was able to target GSCs over differentiated glioma cells and non-neoplastic brain cells. When conjugated to Cyanine 5.5 and intravenously injected into mice with intracranially xenografted glioblastoma, the peptide localized to the site of the tumor, demonstrating intracranial tumor targeting specificity. Immunoprecipitation of the peptide with GSC proteins revealed Cadherin 2 as the glioblastoma cell surface receptor targeted by the peptides. Peptide targeting of Cadherin 2 on GSCs was confirmed through ELISA and in vitro binding analysis. Interrogation of glioblastoma databases demonstrated that Cadherin 2 expression correlated with tumor grade and survival. These results confirm that phage display can be used to isolate unique tumor-targeting peptides specific for glioblastoma. Furthermore, analysis of these cell specific peptides can lead to the discovery of cell specific receptor targets that may serve as the focus of future theragnostic tumor-homing modalities for the development of precision strategies for the treatment and diagnosis of glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/37280108
"""Neuroimaging: diagnosis and response assessment in glioblastoma.""","""Glioblastoma is the most common primary malignant brain tumor; standard initial treatment includes a combination of radiation and temozolomide, and treatment at recurrence often includes the use of antiangiogenic agents. Characterization of tumor at initial diagnosis, assessment of response, and ability to distinguish viable tumor from treatment effects are ongoing challenges in neuroimaging. Progress has been made with the new Response Assessment in Neuro-Oncology criteria, and new imaging modalities and combinations continue to be evaluated to further improve our ability to characterize glioblastomas at all points during their disease course.""",https://pubmed.ncbi.nlm.nih.gov/22290254
"""Molecular alterations in glioblastoma: potential targets for immunotherapy.""","""Glioblastoma is the most common and deadly brain tumor, possibly arising from genetic and epigenetic alterations in normal astroglial cells. Multiple cytogenetic, chromosomal, and genetic alterations have been identified in glioblastoma, with distinct expression of antigens (Ags) and biomarkers that may alter therapeutic potential of this aggressive cancer. Current therapy consists of surgical resection, followed by radiation therapy and chemotherapy. In spite of these treatments, the prognosis for glioblastoma patients is poor. Although recent studies have focused on the development of novel immunotherapeutics against glioblastoma, little is known about glioblastoma-specific immune responses. A better understanding of the molecular interactions among glioblastoma tumors, host immune cells, and the tumor microenvironment may give rise to novel integrated approaches for the simultaneous control of tumor escape pathways and the activation of antitumor immune responses. This review provides a detailed overview concerning genetic alterations in glioblastoma, their effects on Ag and biomarker expression, and the future design of chemoimmunotherapeutics against glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/21199773
"""Recent advances in targeted therapy for glioblastoma.""","""Glioblastomas are the most common form of brain tumor with a very dismal prognosis. While a standard treatment regimen of surgery followed by chemo/radiotherapy is currently used, this has only marginally improved the survival time of patients with little benefit on tumor recurrence. Although many molecular targets have already been identified and tested in clinical trials, very few are approved for use in clinics. Efforts are ongoing to target newer molecules that could be used for drug development. This review provides up-to-date information on the drugs and their molecular targets, which are currently in different stages of clinical trials. Since multiple signaling pathways are deregulated, it appears that the use of combination drugs along with personalized targeting approach would provide better therapy in the future.""",https://pubmed.ncbi.nlm.nih.gov/26118735
"""Magnetic resonance-guided laser induced thermal therapy for glioblastoma multiforme: a review.""","""Magnetic resonance-guided laser induced thermotherapy (MRgLITT) has become an increasingly relevant therapy for tumor ablation due to its minimally invasive approach and broad applicability across many tissue types. The current state of the art applies laser irradiation via cooled optical fiber applicators in order to generate ablative heat and necrosis in tumor tissue. Magnetic resonance temperature imaging (MRTI) is used concurrently with this therapy to plan treatments and visualize tumor necrosis. Though application in neurosurgery remains in its infancy, MRgLITT has been found to be a promising therapy for many types of brain tumors. This review examines the current use of MRgLITT with regard to the special clinical challenge of glioblastoma multiforme and examines the potential applications of next-generation nanotherapy specific to the treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/24527455
"""State of the Art Treatment and Surveillance Imaging of Glioblastomas.""","""No abstract available""",https://pubmed.ncbi.nlm.nih.gov/29405952
"""The role of radiation therapy in treatment of adults with newly diagnosed glioblastoma multiforme: a systematic review and evidence-based clinical practice guideline update.""","""Target population: These recommendations apply to adult patients diagnosed with newly diagnosed glioblastoma. QUESTION 1 : In adult patients (aged 65 and under) with newly diagnosed glioblastoma, is the addition of radiation therapy (RT) more beneficial than management without RT in improving survival? Recommendations: Level I: Radiation therapy (RT) is recommended for the treatment of newly diagnosed malignant glioblastoma in adults. QUESTION 2 : In adult patients (aged 65 and under) with newly diagnosed glioblastoma, is the RT regimen of 60 Gy given in 2 Gy daily fractions more beneficial than alternative regimens in providing survival benefit while minimizing toxicity? Recommendations: Level I: Treatment schemes should include dosage of up to 60 Gy given in 2 Gy daily fractions that includes the enhancing area. QUESTION 3 : In adult patients (aged 65 and under) with newly diagnosed glioblastoma, is a tailored target volume superior to regional RT for reduction of radiation-induced toxicity while maintaining efficacy? Recommendation: Level II: It is recommended that radiation therapy planning include 1-2 cm margin around the radiographically T1 weighted contrast-enhancing tumor volume or the T2 weighted abnormality on MRI. Level III: Recalculation of the radiation volume during RT treatment may be necessary to reduce the radiated volume of normal brain since the volume of surgical defect will change during the long period of RT. QUESTION 4 : In adult patients (aged 65 and under) with newly diagnosed glioblastoma, does the addition of RT of the subventricular zone to standard tumor volume treatment improve tumor control and overall survival? Recommendation: No recommendation can be formulated as there is contradictory evidence in favor of and against intentional radiation of the subventricular zone (SVZ) QUESTION 5 : In elderly (age > 65 years) and/or frail patients with newly diagnosed glioblastoma, does the addition of RT to surgical intervention improve disease control and overall survival? Recommendation: Level I: Radiation therapy is recommended for treatment of elderly and frail patients with newly diagnosed glioblastoma to improve overall survival. QUESTION 6 : In elderly (age > 65 years) and/or frail patients with newly diagnosed glioblastoma, does modification of RT dose and fractionation scheme from standard regimens decrease toxicity and improve disease control and survival? Recommendation: Level II: Short RT treatment schemes are recommended in frail and elderly patients as compared to conventional 60 Gy given in 2 daily fractions because overall survival is not different while RT risk profile is better for the short RT scheme. Level II: The 40.05 Gy dose given in 15 fractions or 25 Gy dose given in 5 fractions or 34 Gy dose given in 10 fractions should be considered as appropriate doses for Short RT treatments in elderly and/or frail patients. QUESTION 7 : In adult patients with newly diagnosed glioblastoma is there advantage to delaying the initiation of RT instead of starting it 2 weeks after surgical intervention in decreasing radiation-induced toxicity and improving disease control and survival? Recommendation: Level III: It is suggested that RT for patients with newly diagnosed GBM starts within 6 weeks of surgical intervention as compared to later times. There is insufficient evidence to recommend the optimal specific post-operative day within the 6 weeks interval to start RT for adult patients with newly diagnosed glioblastoma that have undergone surgical resection. QUESTION 8 : In adult patients with newly diagnosed supratentorial glioblastoma is Image-Modulated RT (IMRT) or similar techniques as effective as standard regional RT in providing tumor control and improve survival? Recommendation: Level III: There is no evidence that IMRT is a better RT delivering modality when compared to conventional RT in improving overall survival in adult patients with newly diagnosed glioblastoma. Hence, IMRT should not be preferred over the Conventional RT delivery modality. QUESTION 9 : In adult patients with newly diagnosed glioblastoma does the use of radiosensitizers with RT improve the efficacy of RT as determined by disease control and overall survival? Recommendation: Level III: Iododeoxyuridine is not recommended to be used as radiosensitizer during RT treatment for patients with newly diagnosed GBM QUESTION 10 : In adult patients with newly diagnosed glioblastoma is the use of Ultrafractionated RT superior to standard fractionation regimens in improving disease control and survival? Recommendation: There is insufficient evidence to formulate a recommendation regarding the use of ultrafractionated RT schemes and patient population that could benefit from it. QUESTION 11 : In patients with poor prognosis with newly diagnosed glioblastoma is hypofractionated RT indicated instead of a standard fractionation regimen as measured by extent of toxicity, disease control and survival? Recommendation: Level I: Hypofractionated RT schemes may be used for patients with poor prognosis and limited survival without compromising response. There is insufficient evidence in the literature for us to be able to recommend the optimal hypofractionated RT scheme that will confer longest overall survival and/or confer the same overall survival with less toxicities and shorter treatment time. QUESTION 12 : In adult patients with newly diagnosed glioblastoma is the addition of brachytherapy to standard fractionated RT indicated to improve disease control and survival? Recommendation: Level I: Brachytherapy as a boost to external beam RT has not been shown to be beneficial and is not recommended in the routine management of patients with newly diagnosed GBM. QUESTION 13 : In elderly patients (> 65 year old) with newly diagnosed glioblastoma under what circumstances is accelerated hyperfractionated RT indicated instead of a standard fractionation regimen as measured by extent of toxicity, disease control and survival? Recommendation: Level III: Accelerated Hyperfractionated RT with a total RT dose of 45 Gy or 48 Gy has been shown to shorten the treatment time without detriment in survival when compared to conventional external beam RT and should be considered as an option for treatment of elderly patients with newly diagnosed GBM. QUESTION 14 : In adult patients with newly diagnosed glioblastoma is the addition of Stereotactic Radiosurgery (SRS) boost to conventional standard fractionated RT indicated to improve disease control and survival? Recommendation: Level I: Stereotactic Radiosurgery boost to external beam RT has not been shown to be beneficial and is not recommended in patients undergoing routine management of newly diagnosed malignant glioma.""",https://pubmed.ncbi.nlm.nih.gov/33215344
"""Immunotherapy for Brain Tumors: Where We Have Been, and Where Do We Go From Here?""","""Immunotherapy for glioblastoma (GBM) remains an intensive area of investigation. Given the seismic impact of cancer immunotherapy across a range of malignancies, there is optimism that harnessing the power of immunity will influence GBM as well. However, despite several phase 3 studies, there are still no FDA-approved immunotherapies for GBM. Importantly, the field has learned a great deal from the randomized studies to date. Today, we are continuing to better understand the disease-specific features of the microenvironment in GBM-as well as the exploitable antigenic characteristic of the tumor cells themselves-that are informing the next generation of immune-based therapeutic strategies. The coming phase of next-generation immunotherapies is thus poised to bring us closer to treatments that will improve the lives of patients with GBM.""",https://pubmed.ncbi.nlm.nih.gov/38649630
"""Enhancement of Therapies for Glioblastoma (GBM) Using Nanoparticle-based Delivery Systems.""","""Glioblastoma multiforme (GBM) is the most aggressive type of malignant brain tumor. Current FDA-approved treatments include surgical resection, radiation, and chemotherapy, while hyperthermia, immunotherapy, and most relevantly, nanoparticle (NP)-mediated delivery systems or combinations thereof have shown promise in preclinical studies. Drug-carrying NPs are a promising approach to brain delivery as a result of their potential to facilitate the crossing of the blood-brain barrier (BBB) via two main types of transcytosis mechanisms: adsorptive-mediated transcytosis (AMT) and receptor-mediated transcytosis (RMT). Their ability to accumulate in the brain can thus provide local sustained release of tumoricidal drugs at or near the site of GBM tumors. NP-based drug delivery has the potential to significantly reduce drug-related toxicity, increase specificity, and consequently improve the lifespan and quality of life of patients with GBM. Due to significant advances in the understanding of the molecular etiology and pathology of GBM, the efficacy of drugs loaded into vectors targeting this disease has increased in both preclinical and clinical settings. Multitargeting NPs, such as those incorporating multiple specific targeting ligands, are an innovative technology that can lead to decreased off-target effects while simultaneously having increased accumulation and action specifically at the tumor site. Targeting ligands can include antibodies, or fragments thereof, and peptides or small molecules, which can result in a more controlled drug delivery system compared to conventional drug treatments. This review focuses on GBM treatment strategies, summarizing current options and providing a detailed account of preclinical findings with prospective NP-based approaches aimed at improving tumor targeting and enhancing therapeutic outcomes for GBM patients.""",https://pubmed.ncbi.nlm.nih.gov/33575970
"""Advances in HSP27 and HSP90-targeting strategies for glioblastoma.""","""Glioblastoma (GBM) is the most common and malignant primary brain tumor in adults. There is a critical need for novel strategies to abolish the molecular mechanisms that support GBM growth, invasion and treatment resistance. The heat shock proteins, HSP27 and HSP90, serve these pivotal roles in tumor cells and have been identified as effective targets for developing therapeutics. Natural and synthetic inhibitors have been evaluated in clinical trials for several forms of systemic cancer but none as yet for GBM. This topic review summarizes the current preclinical evidence and rationale to define the potential of HSP27 and HSP90 inhibitors in GBM management.""",https://pubmed.ncbi.nlm.nih.gov/26842818
"""A novel device for intraoperative photodynamic therapy dedicated to glioblastoma treatment.""","""Aim: Photodynamic therapy (PDT) appears to be a valuable new treatment modality for cancer therapy. Studies have reported successful application of PDT for glioblastoma. Here, we introduce a new device dedicated to intraoperative PDT delivered early after fluoro-guided resection combined with a transfer function that determines the treatment time based on the size of the surgical resection cavity. Materials & methods: First, we describe the device, which is composed of a trocar, a balloon filled with a diffusing solution, and a fiber guide in which a cylindrical light diffuser is inserted. Ex vivo experiments were performed to measure the fluence rate inside biological tissues. A calibration factor was defined to convert power measurements into fluence rate values. Calf brains were used to simulate light propagation in human brain tissue, and the photosensitizer administration effect on optical properties was discussed. The temperature elevation during illumination was evaluated. Results: Light power was measured in tissues surrounding the device during ex vivo experiments. Using the previously characterized calibration factor, power measurements were converted to fluence rate values to obtain the transfer function. No thermal elevation was observed during a 2-h temperature test, and the impact of protoporphyrin IX on brain optical properties was considered negligible. Conclusion: A discussion of experimental precision is presented. The light duration determined by the abacus had a standard deviation of <1 min. This value is weak compared with the total illumination time necessary to treat one patient. The main advantage of our device lies in its straightforward implementation of intraoperative PDT for neurosurgery with acceptable dosimetry and easy treatment time.""",https://pubmed.ncbi.nlm.nih.gov/28942677
"""Emerging role of combination of all-trans retinoic acid and interferon-gamma as chemoimmunotherapy in the management of human glioblastoma.""","""Glioblastoma is the most malignant and common type of brain tumor with devastating outcome. Because current treatment modalities are mostly ineffective in controlling and curing glioblastoma, new and innovative therapeutic strategies must be developed. This article describes recent advances in chemoimmunotherapy, which is combination of chemotherapy and immunotherapy, against glioblastoma. We provide an overview of available treatment options for glioblastomas, gaps in our knowledge of immune recognition of these malignant tumors, and chemotherapeutic and immunotherapeutic agents that need to be further explored for designing novel chemoimmunotherapeutic strategy for the management of human glioblastomas. Our recent study demonstrated that combination of the chemotherapeutic agent all-trans retinoic acid (ATRA) and the immunotherapeutic agent interferon-gamma (IFN-gamma) could concurrently induce differentiation, apoptotic death, and immune components in two different human glioblastoma cell lines. We propose that combination of ATRA and IFN-gamma can become an efficacious chemoimmunotherapy for the treatment of human glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/17676389
"""Synthetic and systems biology principles in the design of programmable oncolytic virus immunotherapies for glioblastoma.""","""Oncolytic viruses (OVs) are a class of immunotherapeutic agents with promising preclinical results for the treatment of glioblastoma (GBM) but have shown limited success in recent clinical trials. Advanced bioengineering principles from disciplines such as synthetic and systems biology are needed to overcome the current challenges faced in developing effective OV-based immunotherapies for GBMs, including off-target effects and poor clinical responses. Synthetic biology is an emerging field that focuses on the development of synthetic DNA constructs that encode networks of genes and proteins (synthetic genetic circuits) to perform novel functions, whereas systems biology is an analytical framework that enables the study of complex interactions between host pathways and these synthetic genetic circuits. In this review, the authors summarize synthetic and systems biology concepts for developing programmable, logic-based OVs to treat GBMs. Programmable OVs can increase selectivity for tumor cells and enhance the local immunological response using synthetic genetic circuits. The authors discuss key principles for developing programmable OV-based immunotherapies, including how to 1) select an appropriate chassis, a vector that carries a synthetic genetic circuit, and 2) design a synthetic genetic circuit that can be programmed to sense key signals in the GBM microenvironment and trigger release of a therapeutic payload. To illustrate these principles, some original laboratory data are included, highlighting the need for systems biology studies, as well as some preliminary network analyses in preparation for synthetic biology applications. Examples from the literature of state-of-the-art synthetic genetic circuits that can be packaged into leading candidate OV chassis are also surveyed and discussed.""",https://pubmed.ncbi.nlm.nih.gov/33524942
"""Long-term survivors in 976 supratentorial glioblastoma, IDH-wildtype patients.""","""Objective: Glioblastoma, isocitrate dehydrogenase (IDH)-wildtype is the most aggressive glioma with poor outcomes. The authors explored survival rates and factors associated with long-term survival in patients harboring a glioblastoma, IDH-wildtype. Methods: In an observational, retrospective, single-center study, the authors examined the medical records of 976 adults newly diagnosed with supratentorial glioblastomas, IDH-wildtype between January 2000 and January 2021. They analyzed clinical-, imaging-, and treatment-related factors associated with 2-year and 5-year survival. Results: The median overall survival was 11.2 months (12.2 months for patients included after 2005 and the introduction of standard combined chemoradiotherapy). The median progression-free survival was 9.4 months (10.0 months for patients included after 2005). Overall, 17.6% of patients reached a 2-year overall survival, while 2.2% of patients reached a 5-year overall survival. Furthermore, 6.6% of patients survived 2 years without progression, while 1.1% of patients survived 5 years without progression. Two factors that were consistently associated with 2-year and 5-year survival were first-line oncological treatment with standard combined chemoradiotherapy and methylated O6-methylguanine-DNA methyltransferase promoter. Other factors that were significantly associated with 2-year or 5-year survival were age at diagnosis ≤ 60 years, headaches or signs of raised intracranial pressure at diagnosis, cortical contact of contrast enhancement, no contrast enhancement crossing the midline on initial imaging, total or subtotal tumor resection, and a second line of oncological treatment at recurrence. Within 21 cases of 5-year survival, 18 were confirmed to be glioblastomas, IDH-wildtype, and 7 of the 5-year survivors (38.9%) had additional genetic alterations: 3 cases had an FGFR mutation or fusion, 3 cases had a PIK3CA mutation, 1 case had a PTPN11 mutation, and 1 case had a PMS2 mutation in the context of constitutional mismatch repair deficiency syndrome. Conclusions: Five-year overall survival in patients with glioblastoma, IDH-wildtype is extremely low. Predictors of a longer survival are mostly treatment factors, emphasizing the importance of a complete oncological treatment plan, when achievable. Glioblastoma, IDH-wildtype 5-year survivors could be screened for actionable targets in case of recurrence.""",https://pubmed.ncbi.nlm.nih.gov/39213667
"""Radiation-Triggered Selenium-Engineered Mesoporous Silica Nanocapsules for RNAi Therapy in Radiotherapy-Resistant Glioblastoma.""","""Radiotherapy-resistant glioblastoma (rrGBM) remains a significant clinical challenge because of high infiltrative growth characterized by activation of antiapoptotic signal transduction. Herein, we describe an efficiently biodegradable selenium-engineered mesoporous silica nanocapsule, initiated by high-energy X-ray irradiation and employed for at-site RNA interference (RNAi) to inhibit rrGBM invasion and achieve maximum therapeutic benefit. Our radiation-triggered RNAi nanocapsule showed high physiological stability, good blood-brain barrier transcytosis, and potent rrGBM accumulation. An intratumoral RNAi nanocapsule permitted low-dose X-ray radiation-triggered dissociation for cofilin-1 knockdown, inhibiting rrGBM infiltration. More importantly, tumor suppression was further amplified by electron-affinity aminoimidazole products converted from metronidazole polymers under X-ray radiation-exacerbated hypoxia, which sensitized cell apoptosis to ionizing radiation by fixing reactive oxygen species-induced DNA lesions. In vivo experiments confirmed that our RNAi nanocapsule reduced tumor growth and invasion, prolonging survival in an orthotopic rrGBM model. Generally, we present a promising radiosensitizer that would effectively improve rrGBM-patient outcomes with low-dose X-ray irradiation.""",https://pubmed.ncbi.nlm.nih.gov/36759969
"""Resistance Mechanisms and Barriers to Successful Immunotherapy for Treating Glioblastoma.""","""Glioblastoma (GBM) is inevitably refractory to surgery and chemoradiation. The hope for immunotherapy has yet to be realised in the treatment of GBM. Immune checkpoint blockade antibodies, particularly those targeting the Programme death 1 (PD-1)/PD-1 ligand (PD-L1) pathway, have improved the prognosis in a range of cancers. However, its use in combination with chemoradiation or as monotherapy has proved unsuccessful in treating GBM. This review focuses on our current knowledge of barriers to immunotherapy success in treating GBM, such as diminished pre-existing anti-tumour immunity represented by low levels of PD-L1 expression, low tumour mutational burden and a severely exhausted T-cell tumour infiltrate. Likewise, systemic T-cell immunosuppression is seen driven by tumoural factors and corticosteroid use. Furthermore, unique anatomical differences with primary intracranial tumours such as the blood-brain barrier, the type of antigen-presenting cells and lymphatic drainage contribute to differences in treatment success compared to extracranial tumours. There are, however, shared characteristics with those known in other tumours such as the immunosuppressive tumour microenvironment. We conclude with a summary of ongoing and future immune combination strategies in GBM, which are representative of the next wave in immuno-oncology therapeutics.""",https://pubmed.ncbi.nlm.nih.gov/31973059
"""Toward Personalized Targeted Therapeutics: An Overview.""","""In neuro-oncology, there has been a movement towards personalized medicine, or tailoring treatment to the individual patient. Ideally, tumor and patient evaluations would lead to the selection of the best treatment (based on tumor characterization) and the right dosing schedule (based on patient characterization). The recent advances in the molecular analysis of glioblastoma have created optimism that personalized targeted therapy is within reach. Although our understanding of the molecular complexity of glioblastoma has increased over the years, the path to developing effective targeted therapeutic strategies is wrought with many challenges, as described in this review. These challenges include disease heterogeneity, clinical and genomic patient variability, limited number of effective treatments, clinical trial inefficiency, drug delivery, and clinical trial support and accrual. To confront these challenges, it will be imperative to devise innovative and adaptive clinical trials in order to accelerate our efforts in improving the outcomes for our patients who have been in desperate need.""",https://pubmed.ncbi.nlm.nih.gov/27995437
"""Dendritic Cell Vaccination of Glioblastoma: Road to Success or Dead End.""","""Glioblastomas (GBM) are the most frequent and aggressive malignant primary brain tumor and remains a therapeutic challenge: even after multimodal therapy, median survival of patients is only 15 months. Dendritic cell vaccination (DCV) is an active immunotherapy that aims at inducing an antitumoral immune response. Numerous DCV trials have been performed, vaccinating hundreds of GBM patients and confirming feasibility and safety. Many of these studies reported induction of an antitumoral immune response and indicated improved survival after DCV. However, two controlled randomized trials failed to detect a survival benefit. This raises the question of whether the promising concept of DCV may not hold true or whether we are not yet realizing the full potential of this therapeutic approach. Here, we discuss the results of recent vaccination trials, relevant parameters of the vaccines themselves and of their application, and possible synergies between DCV and other therapeutic approaches targeting the immunosuppressive microenvironment of GBM.""",https://pubmed.ncbi.nlm.nih.gov/34795675
"""Pharmacometabolomics Informs Quantitative Radiomics for Glioblastoma Diagnostic Innovation.""","""Applications of omics systems biology technologies have enormous promise for radiology and diagnostics in surgical fields. In this context, the emerging fields of radiomics (a systems scale approach to radiology using a host of technologies, including omics) and pharmacometabolomics (use of metabolomics for patient and disease stratification and guiding precision medicine) offer much synergy for diagnostic innovation in surgery, particularly in neurosurgery. This synthesis of omics fields and applications is timely because diagnostic accuracy in central nervous system tumors still challenges decision-making. Considering the vast heterogeneity in brain tumors, disease phenotypes, and interindividual variability in surgical and chemotherapy outcomes, we believe that diagnostic accuracy can be markedly improved by quantitative radiomics coupled to pharmacometabolomics and related health information technologies while optimizing economic costs of traditional diagnostics. In this expert review, we present an innovation analysis on a systems-level multi-omics approach toward diagnostic accuracy in central nervous system tumors. For this, we suggest that glioblastomas serve as a useful application paradigm. We performed a literature search on PubMed for articles published in English between 2006 and 2016. We used the search terms 'radiomics,' 'glioblastoma,' 'biomarkers,' 'pharmacogenomics,' 'pharmacometabolomics,' 'pharmacometabonomics/pharmacometabolomics,' 'collaborative informatics,' and 'precision medicine.' A list of the top 4 insights we derived from this literature analysis is presented in this study. For example, we found that (i) tumor grading needs to be better refined, (ii) diagnostic precision should be improved, (iii) standardization in radiomics is lacking, and (iv) quantitative radiomics needs to prove clinical implementation. We conclude with an interdisciplinary call to the metabolomics, pharmacy/pharmacology, radiology, and surgery communities that pharmacometabolomics coupled to information technologies (chemoinformatics tools, databases, collaborative systems) can inform quantitative radiomics, thus translating Big Data and information growth to knowledge growth, rational drug development and diagnostics innovation for glioblastomas, and possibly in other brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/28816643
