Title,Abstract,Link
"""Emerging role of combination of all-trans retinoic acid and interferon-gamma as chemoimmunotherapy in the management of human glioblastoma.""","""Glioblastoma is the most malignant and common type of brain tumor with devastating outcome. Because current treatment modalities are mostly ineffective in controlling and curing glioblastoma, new and innovative therapeutic strategies must be developed. This article describes recent advances in chemoimmunotherapy, which is combination of chemotherapy and immunotherapy, against glioblastoma. We provide an overview of available treatment options for glioblastomas, gaps in our knowledge of immune recognition of these malignant tumors, and chemotherapeutic and immunotherapeutic agents that need to be further explored for designing novel chemoimmunotherapeutic strategy for the management of human glioblastomas. Our recent study demonstrated that combination of the chemotherapeutic agent all-trans retinoic acid (ATRA) and the immunotherapeutic agent interferon-gamma (IFN-gamma) could concurrently induce differentiation, apoptotic death, and immune components in two different human glioblastoma cell lines. We propose that combination of ATRA and IFN-gamma can become an efficacious chemoimmunotherapy for the treatment of human glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/17676389
"""Metastatic glioblastoma: case presentations and a review of the literature.""","""Extracranial metastases from glioblastoma (GBM) are uncommon with an estimated incidence of less than 2%. We report two cases of metastatic GBM seen within an 8-week period followed by a literature review. We attempted to identify common factors or a causative mechanism. Factors that predominated among the reviewed cases included male gender, tumor location, and younger age. Causative mechanisms were not apparent. While metastatic disease remains rare, it might be occurring with increasing frequency. This trend might be due to increased diagnosis, better imaging, a more extensive physician workup, or an increase in survival. Metastatic GBM can present and progress quite rapidly, and repeat evaluations of persistent or worsening complaints among GBM patients are warranted. Early diagnosis of metastatic disease spread can help to expedite alleviation of patients' discomfort, in an already aggressive disease process.""",https://pubmed.ncbi.nlm.nih.gov/21964740
"""Epigenetic regulation of cancer stem cell and tumorigenesis.""","""As a unique subpopulation of cancer cells, cancer stem cells (CSCs) acquire the resistance to conventional therapies and appear to be the prime cause of cancer recurrence. Like their normal counterparts, CSCs can renew themselves and generate differentiated progenies. Cancer stem cells are distinguished among heterogenous cancer cells by molecular markers and their capacity of efficiently forming new tumors composed of diverse and heterogenous cancer cells. Tumor heterogeneity can be inter- or intra-tumor, molecularly resulting from the accumulation of genetic and non-genetic alterations. Non-genetic alterations are mainly changes on epigenetic modifications of DNA and histone, and chromatin remodeling. As tumor-initiating cells and contributing to the tumor heterogeneity in the brain, glioblastoma stem cells (GSCs) attract extensive research interests. Epigenetic modifications confer on tumor cells including CSCs reversible and inheritable genomic changes and affect gene expression without alteration in DNA sequence. Here, we will review recent advances in histone demethylation, DNA methylation, RNA methylation and ubiquitination in glioblastomas and their impacts on tumorigenesis with a focus on CSCs.""",https://pubmed.ncbi.nlm.nih.gov/32723561
"""The inverse paradigm and the ancestral cell of IDH-wildtype glioblastoma.""","""Rethinking IDH-wildtype glioblastoma through its unique features can help researchers find innovative and effective treatments. It is currently emerging that, after decades of therapeutic impasse, some traditional concepts regarding IDH-wildtype glioblastoma need to be supplemented and updated to overcome therapeutic resistance. Indeed, multiple clinical aspects and recent indirect and direct experimental data are providing evidence that the supratentorial brain parenchyma becomes entirely and quiescently micro-infiltrated long before primary tumor bulk growth. Furthermore, they are indicating that the known micro-infiltration that occurs during the IDH-wildtype glioblastoma growth and evolution is not at the origin of distant relapses. It follows that the ubiquitous supratentorial brain parenchyma micro-infiltration as a source for the development of widespread distant recurrences is actually due to the silent stage that precedes tumor growth rather than to the latter. All this implies that, in addition to the heterogeneity of the primary bulk, there is a second crucial cause of therapeutic resistance that has never hitherto been identified and challenged. In this regard, the ancestral founder cancer stem cell (CSC) appears as the key cell that can link the two causes of resistance.""",https://pubmed.ncbi.nlm.nih.gov/34152549
"""Cancer Stem Cell-Associated Immune Microenvironment in Recurrent Glioblastomas.""","""Glioblastoma multiforme (GBM) is the most incurable tumor (due to the difficulty in complete surgical resection and the resistance to conventional chemo/radiotherapies) that displays a high relapse frequency. Cancer stem cells (CSCs) have been considered as a promising target responsible for therapy resistance and cancer recurrence. CSCs are known to organize a self-advantageous microenvironment (niche) for their maintenance and expansion. Therefore, understanding how the microenvironment is reconstructed by the remaining CSCs after conventional treatments and how it eventually causes recurrence should be essential to inhibit cancer recurrence. However, the number of studies focusing on recurrence is limited, particularly those related to tumor immune microenvironment, while numerous data have been obtained from primary resected samples. Here, we summarize recent investigations on the immune microenvironment from the viewpoint of recurrent GBM (rGBM). Based on the recurrence-associated immune cell composition reported so far, we will discuss how CSCs manipulate host immunity and create the special microenvironment for themselves to regrow. An integrated understanding of the interactions between CSCs and host immune cells at the recurrent phase will lead us to develop innovative therapies and diagnoses to achieve GBM eradication.""",https://pubmed.ncbi.nlm.nih.gov/35805138
"""Predictors of long-term survival in patients with glioblastoma multiforme: advancements from the last quarter century.""","""Over the last quarter century there has been significant progress toward identifying certain characteristics and patterns in GBM patients to predict survival times and outcomes. We sought to identify clinical predictors of survival in GBM patients from the past 24 years. We examined patient survival related to tumor locations, surgical treatment, postoperative course, radiotherapy, chemotherapy, patient age, GBM recurrence, imaging characteristics, serum, and molecular markers. We present predictors that may increase, decrease, or play no significant role in determining a GBM patient's long-term survival or affect the quality of life.""",https://pubmed.ncbi.nlm.nih.gov/23614654
"""Identifying G6PC3 as a Potential Key Molecule in Hypoxic Glucose Metabolism of Glioblastoma Derived from the Depiction of (18)F-Fluoromisonidazole and (18)F-Fluorodeoxyglucose Positron Emission Tomography.""","""Purpose: Glioblastoma is the most aggressive primary brain tumor, characterized by its distinctive intratumoral hypoxia. Sequential preoperative examinations using fluorine-18-fluoromisonidazole (18F-FMISO) and fluorine-18-fluorodeoxyglucose (18F-FDG) positron emission tomography (PET) could depict the degree of glucose metabolism with hypoxic condition. However, molecular mechanism of glucose metabolism under hypoxia in glioblastoma has been unclear. The aim of this study was to identify the key molecules of hypoxic glucose metabolism. Methods: Using surgically obtained specimens, gene expressions associated with glucose metabolism were analyzed in patients with glioblastoma (n = 33) who underwent preoperative 18F-FMISO and 18F-FDG PET to identify affected molecules according to hypoxic condition. Tumor in vivo metabolic activities were semiquantitatively evaluated by lesion-normal tissue ratio (LNR). Protein expression was confirmed by immunofluorescence staining. To evaluate prognostic value, relationship between gene expression and overall survival was explored in another independent nonoverlapping clinical cohort (n = 17) and validated by The Cancer Genome Atlas (TCGA) database (n = 167). Results: Among the genes involving glucose metabolic pathway, mRNA expression of glucose-6-phosphatase 3 (G6PC3) correlated with 18F-FDG LNR (P = 0.03). In addition, G6PC3 mRNA expression in 18F-FMISO high-accumulated glioblastomas was significantly higher than that in 18F-FMISO low-accumulated glioblastomas (P < 0.01). Protein expression of G6PC3 was consistent with mRNA expression, which was confirmed by immunofluorescence analysis. These findings indicated that the G6PC3 expression might be facilitated by hypoxic condition in glioblastomas. Next, we investigated the clinical relevance of G6PC3 in terms of prognosis. Among the glioblastoma patients who received gross total resection, mRNA expressions of G6PC3 in the patients with poor prognosis (less than 1-year survival) were significantly higher than that in the patients who survive more than 3 years. Moreover, high mRNA expression of G6PC3 was associated with poor overall survival in glioblastoma, as validated by TCGA database. Conclusion: G6PC3 was affluently expressed in glioblastoma tissues with coincidentally high 18F-FDG and 18F-FMISO accumulation. Further, it might work as a prognostic biomarker of glioblastoma. Therefore, G6PC3 is a potential key molecule of glucose metabolism under hypoxia in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/38449509
"""Risk of Death from Alzheimer's Disease Associated with Brain Tumor, Glioma, and Glioblastoma.""","""Background: No study has compared the risk of Alzheimer's disease (AD) in patients with brain tumors, gliomas, or glioblastomas with the risk in patients with other tumors. Objective: To determine whether, compared with other tumors, brain tumors, gliomas, and glioblastomas increase the risk of AD. Methods: This study identified a case group of 24,441 patients from the Surveillance, Epidemiology, and End Results (SEER) database who were diagnosed with only one primary tumor at age > 20 years in 1975-2019 and died from AD at age > 65 years as case group. The control group comprised 122,205 subjects from the SEER database who died from causes other than AD but otherwise had the same conditions as those in the case group. Results: There was a significantly lower prevalence of glioma (0.074% versus 0.14%, p = 0.007) and glioblastoma (0.0082% versus 0.074%, p = 0.001) in patients who died from AD than in those who died from other causes, while brain tumors were not significantly associated with AD death (p = 0.227). When adjusted for factors including age at death, sex, race, tumor behavior, radiation therapy and tumor-directed surgery, glioblastoma was related to a significantly lower AD risk than other tumors (odds ratio: 0.19, 95% CI: 0.05-0.77). Additionally, patients who were older, female, American Indian/Alaska Native, had a benign tumor, radiation therapy and tumor-directed surgery had a significantly higher risk of dying from AD. Conclusion: Gliomas and glioblastomas were associated with a significantly lower risk of death from AD than other tumors.""",https://pubmed.ncbi.nlm.nih.gov/37840492
"""Ventriculoperitoneal Shunting for Glioblastoma: Risk Factors, Indications, and Efficacy.""","""Background: Glioblastoma patients can develop hydrocephalus, either obstructive, typically at diagnosis as a result of mass effect, or communicating, usually later in the disease. Objective: To characterize the indications and efficacy of ventriculoperitoneal (VP) shunting for patients with glioblastoma-associated hydrocephalus. Methods: Retrospective review was conducted of 841 glioblastoma patients diagnosed from 2004 to 2014, 64 (8%) of whom underwent VP shunting for symptomatic hydrocephalus, to analyze symptoms and outcomes after shunting. Overall survival and postshunt survival were analyzed with Kaplan-Meier methods, with predictors evaluated by use of Cox proportional hazards. Results: Of the 64 patients who underwent shunting, 42 (66%) had communicating hydrocephalus (CH) and 22 (34%) had obstructive hydrocephalus (OH). CH patients underwent more preshunt craniotomies than those with noncommunicating hydrocephalus, with a mean of 2.3 and 0.7 surgeries, respectively ( P < .001). Ventricular entry during craniotomy occurred in 52% of CH patients vs 59% of those with OH ( P = .8). After shunting, 61% of all patients achieved symptomatic improvement, which was not associated with hydrocephalus variant ( P > .99). Hydrocephalus symptom improvement rates were as follows: headache, 77%; lethargy, 61%; and altered cognition or memory, 54%. Symptomatic improvement was more likely in patients who were younger at shunt placement (hazard ratio, 0.96; P = .045). Symptomatic improvement, shorter time between glioblastoma diagnosis and shunt placement, and CH rather than OH led to improved postshunt survival (hazard ratio = 0.24-0.99; P = .01-.04). Conclusion: VP shunting improves symptoms in most glioblastoma patients with suspected CH or OH, specifically younger patients. Symptomatic improvement, shorter duration between glioblastoma diagnosis and shunt placement, and CH rather than OH improve postshunt survival.""",https://pubmed.ncbi.nlm.nih.gov/27218235
"""[Epidemiological, clinical, therapeutic and evolutionary features of patients with glioblastoma: series of cases managed in the Department of Hematology-Oncology at the Mohammed VI University Hospital Center in Marrakech in 2016 and 2017].""","""Glioblastoma is the most common primary malignant brain tumour. Despite advances in diagnostic and therapeutic treatments, it is still associated with poor outcome The purpose of this study of cases is to describe the epidemiological, clinical, therapeutic and evolutionary features of patients with glioblastoma admitted to the Department of Hematology-Oncology (DHO) in Marrakech in 2016 and 2017. We conducted a literature review of epidemiological, clinical, radiological, anatomopathological, therapeutic and evolutionary data from 40 patients. Glioblastoma accounted for 47.6% of treated intracranial tumours. The average age of patients was 52.4±12.3 years. Functional impotence and signs of intracranial hypertension were the main symptoms. Tumours mainly occurred in the parietal region (44%) and were large (57.5%). Aphasia was related to tumour size (p=0.042). Nine cases had glioblastomas-IDH1-wild and one case had glioblastoma-IDH1-mutant. On admission, patients had poor performance-status. This was due to a prolonged time between surgery and DHO admission (p= 0.034). Patients with sensory impairments were older (62.5±3 years) than those without sensory impairments (51.2±12 years) (p=0,045). In-patient women received chemoradiotherapy (1.5±1 month) earlier than men (2.3±1.2 months) (p=0.03). Survival was 13.6±5.3 months; it was unrelated to the time to surgery (p=0.076), the time to DHO (p=0.058), and the time to chemoradiotherapy (p=0.073). The epidemiological, clinical, radiological and evolutionary features of our sample were comparable to literature data. The molecular profiling was not systematically realized. Despite prolonged treatment times, no link to survival was detected.""",https://pubmed.ncbi.nlm.nih.gov/34603572
"""Probabilistic radiographic atlas of glioblastoma phenotypes.""","""Background and purpose: Tumor location is a significant prognostic factor in glioblastoma, which may reflect the genetic profile of tumor precursor cells. The purpose of the current study was to construct and analyze probabilistic radiographic atlases reflecting preoperative tumor locations and corresponding demographic, '-omic,' and interventional phenotypes to provide insight into potential niche locations of glioblastoma cells of origin. Materials and methods: Preoperative anatomic MR images in 507 patients with de novo glioblastoma were analyzed. Images were registered to stereotactic space, tumors were segmented, and the stereospecific frequency of tumor occurrence was analyzed statistically by age, extent of resection, MGMT methylation, IDH1 mutation, gene expression subclassification, PTEN loss, PTEN deficiency, EGFR amplification, EGFR variant 3 expression, progression-free survival from the start of radiochemotherapy, and overall survival from initial diagnosis. Results: Most glioblastomas grow into the periventricular white matter regions adjacent to the subventricular zone. MGMT promoter methylated tumors occur more frequently in the left temporal lobe, in young patients with glioblastoma, in IDH1 mutant tumors, in tumors having the proneural gene expression subtype, and in tumors lacking loss of PTEN occurring most frequently in the frontal lobe. MGMT methylated tumors with the IDH1 mutation tended to occur in the left frontal lobe. EGFR amplified and EGFR variant 3-expressing tumors occurred most frequently in the left temporal lobe. A similar region in the left temporal lobe was associated with favorable response to radiochemotherapy and increased survival. Conclusions: Radiographic atlases for specific phenotypes provide insight into overlap between prognostic variables and may help to identify niche locations for cancer cells of origin.""",https://pubmed.ncbi.nlm.nih.gov/22997168
"""Epigenetic alterations in glioblastomas: Diagnostic, prognostic and therapeutic relevance.""","""Glioblastoma, the most common and heterogeneous tumor affecting brain parenchyma, is dismally characterized by a very poor prognosis. Thus, the search of new, more effective treatments is a vital need. Here, we will review the druggable epigenetic features of glioblastomas that are, indeed, currently explored in preclinical studies and in clinical trials for the development of more effective, personalized treatments. In detail, we will review the studies that have led to the identification of epigenetic signatures, IDH mutations, MGMT gene methylation, histone modification alterations, H3K27 mutations and epitranscriptome landscapes of glioblastomas, in each case discussing the corresponding targeted therapies and their potential efficacy. Finally, we will emphasize how recent technological improvements permit to routinely investigate many glioblastoma epigenetic biomarkers in clinical practice, further enforcing the hope that personalized drugs, targeting specific epigenetic features, could be in future a therapeutic option for selected patients.""",https://pubmed.ncbi.nlm.nih.gov/36479695
"""Antiangiogenesis treatment for glioblastoma multiforme: challenges and opportunities.""","""Angiogenesis is a major hallmark of cancer cells, and glioblastomas are among the most angiogenic tumors. The cascade of angiogenesis is probably initiated by hypoxia, leading to the production of vascular endothelial growth factor (VEGF) and basic fibroblast growth factor (bFGF). Both VEGF and bFGF have paracrine effects on endothelial cells, pericytes, or both, causing the formation of hyperpermeable tumor blood vessels. Advanced MRI techniques, such as dynamic contrast-enhanced, dynamic susceptibility, and arterial spin labeling MRI, have provided semiquantitative measurements of tumor vascular permeability and perfusion. A decrease in vascular permeability and perfusion can be detected after antiangiogenesis drug treatment, either with monoclonal antibody such as bevacizumab that sequesters VEGF, or small-molecule VEGF receptor tyrosine kinase inhibitors. Therefore, antiangiogenesis therapies are being increasingly adopted for treating glioblastomas. However, caution must be exercised because neural stem cells are also sensitive to antiangiogenesis drugs and the combined effect of ionizing radiation. This article summarizes 30 years of laboratory and clinical research on glioblastoma angiogenesis and discusses its underlying biology, clinical trial results, vascular neuroimaging, and the potential side effects of antiangiogenesis treatment.""",https://pubmed.ncbi.nlm.nih.gov/18492463
"""Metabolic modulation of glioblastoma with dichloroacetate.""","""Solid tumors, including the aggressive primary brain cancer glioblastoma multiforme, develop resistance to cell death, in part as a result of a switch from mitochondrial oxidative phosphorylation to cytoplasmic glycolysis. This metabolic remodeling is accompanied by mitochondrial hyperpolarization. We tested whether the small-molecule and orphan drug dichloroacetate (DCA) can reverse this cancer-specific metabolic and mitochondrial remodeling in glioblastoma. Freshly isolated glioblastomas from 49 patients showed mitochondrial hyperpolarization, which was rapidly reversed by DCA. In a separate experiment with five patients who had glioblastoma, we prospectively secured baseline and serial tumor tissue, developed patient-specific cell lines of glioblastoma and putative glioblastoma stem cells (CD133(+), nestin(+) cells), and treated each patient with oral DCA for up to 15 months. DCA depolarized mitochondria, increased mitochondrial reactive oxygen species, and induced apoptosis in GBM cells, as well as in putative GBM stem cells, both in vitro and in vivo. DCA therapy also inhibited the hypoxia-inducible factor-1alpha, promoted p53 activation, and suppressed angiogenesis both in vivo and in vitro. The dose-limiting toxicity was a dose-dependent, reversible peripheral neuropathy, and there was no hematologic, hepatic, renal, or cardiac toxicity. Indications of clinical efficacy were present at a dose that did not cause peripheral neuropathy and at serum concentrations of DCA sufficient to inhibit the target enzyme of DCA, pyruvate dehydrogenase kinase II, which was highly expressed in all glioblastomas. Metabolic modulation may be a viable therapeutic approach in the treatment of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/20463368
"""Early presentation of primary glioblastoma.""","""Background: Clinical and neuroimaging findings of glioblastomas (GBM) at an early stage have rarely been described and those tumors are most probably under-diagnosed. Furthermore, their genetic alterations, to our knowledge, have never been previously reported. Methods: We report the clinical as well as neuroimaging findings of four early cases of patients with GBM. Results: In our series, early stage GBM occurred at a mean age of 57 years. All patients had seizures as their first symptom. In all early stages, MRI showed a hyperintense signal on T2-weighted sequences and an enhancement on GdE-T1WI sequences. A hyperintense signal on diffusion sequences with a low ADC value was also found. These early observed occurrences of GBM developed rapidly and presented the MRI characteristics of classic GBM within a few weeks. The GBM size was multiplied by 32 in one month. Immunohistochemical analysis indicated the de novo nature of these tumors, i.e. absence of mutant IDH1 R132H protein expression, which is a diagnostic marker of low-grade diffuse glioma and secondary GBM. Conclusions: A better knowledge of early GBM presentation would allow a more suitable management of the patients and may improve their prognosis.""",https://pubmed.ncbi.nlm.nih.gov/24856049
"""MRI in Glioma Immunotherapy: Evidence, Pitfalls, and Perspectives.""","""Pseudophenomena, that is, imaging alterations due to therapy rather than tumor evolution, have an important impact on the management of glioma patients and the results of clinical trials. RANO (response assessment in neurooncology) criteria, including conventional MRI (cMRI), addressed the issues of pseudoprogression after radiotherapy and concomitant chemotherapy and pseudoresponse during antiangiogenic therapy of glioblastomas (GBM) and other gliomas. The development of cancer immunotherapy forced the identification of further relevant response criteria, summarized by the iRANO working group in 2015. In spite of this, the unequivocal definition of glioma progression by cMRI remains difficult particularly in the setting of immunotherapy approaches provided by checkpoint inhibitors and dendritic cells. Advanced MRI (aMRI) may in principle address this unmet clinical need. Here, we discuss the potential contribution of different aMRI techniques and their indications and pitfalls in relation to biological and imaging features of glioma and immune system interactions.""",https://pubmed.ncbi.nlm.nih.gov/28512646
"""Pre-operative peritumoral edema and survival rate in glioblastoma multiforme.""","""The aim of this systematic review was to examine the relationship between pre-operative peritumoral edema and survival in patients with glioblastoma multiforme (GBM). We searched for studies involving patients with GBM who underwent pre-operative imaging (magnetic resonance imaging and/or computed tomography) in which the peritumoral edema was assessed as a prognostic factor for survival. 7 retrospective studies met the eligibility criteria and were included in the study. 2 studies found that pre-operative peritumoral edema was an independent prognostic factor for decreased survival. 1 study found that survival was dependent on the severity of the peritumoral edema (minimal and severe: increased survival; moderate: decreased survival). 2 studies found that pre-operative peritumoral edema was a predictor of decreased survival based on univariate but not multivariate analysis. 1 study found that there was no relationship between pre-operative peritumoral edema and survival, while the remaining study found that patients with peritumoral edema had decreased survival compared with patients without peritumoral edema. There was considerable heterogeneity between the studies regarding the patient characteristics. The results of our systematic review are inconclusive; the available evidence does not definitely support or rule out an association between pre-operative peritumoral edema and survival. Hence, further, well-designed, prospective studies are clearly needed.""",https://pubmed.ncbi.nlm.nih.gov/24192774
"""Does valproic acid affect tumor growth and improve survival in glioblastomas?""","""No abstract available""",https://pubmed.ncbi.nlm.nih.gov/26985579
"""Potential therapeutic implications of cancer stem cells in glioblastoma.""","""Glioblastoma is the most common and lethal type of primary brain tumor. Despite recent therapeutic advances in other cancers, the treatment of glioblastomas remains ineffective and essentially palliative. The treatment failure is a result of a number of causes, but we and others have demonstrated that a highly tumorigenic subpopulation of cancer cells called glioblastoma stem cells (GSCs) display relative resistance to radiation and chemotherapy. GSCs also contribute to tumor growth through the stimulation of angiogenesis, which has been shown to be a useful therapeutic target in the treatment of recurrent or progressive malignant gliomas. Cancer stem cells also have been hypothesized as a contributor to systemic metastases. While glioblastomas rarely metastasize beyond the central nervous system, glioblastomas invade into brain structures to prevent surgical cure and GSCs have an extremely invasive phenotype. Collectively, these studies and others suggest that GSCs may be important therapeutic targets not only to achieve cure but even reduce tumor relapse and improve overall survival. Many recent studies suggest that GSCs share core regulatory pathways with normal embryonic and somatic stem cells, but display important distinctions that provide clues into useful treatment targets. The cancer stem cell hypothesis may also modify our approaches in tumor imaging and biomarker development, but clinical validation waits. In this review, we summarize the current understanding of GSC biology with a focus on potential anti-GSC therapies.""",https://pubmed.ncbi.nlm.nih.gov/20457135
"""Impact of gender on the survival of patients with glioblastoma.""","""Background: Preclinical models have suggested a role for sex hormones in the development of glioblastoma multiforme (GBM). However, the impact of gender on the survival time of patients with GBM has not been fully understood. The objective of the present study was to clarify the association between gender and survival of patients with GBM by analyzing population-based data.Methods: We searched the Surveillance, Epidemiology, and End-Results database who were diagnosed with GBM between 2000 and 2008 and were treated with surgery. Five-year cancer specific survival data were obtained. Kaplan-Meier methods and multivariable Cox regression models were used to analyze long-term survival outcomes and risk factors.Results: A total of 6586 patients were identified; 61.5% were men and 38.5% were women. The 5-year cancer-specific survival (CSS) rates in the male and female groups were 6.8% and 8.3%, respectively (P=0.002 by univariate and P<0.001 by multivariate analysis). A stratified analysis showed that male patients always had the lowest CSS rate across localized cancer stage and different age subgroups.Conclusions: Gender has prognostic value for determining GBM risk. The role of sex hormones in the development of GBM warrants further investigation.""",https://pubmed.ncbi.nlm.nih.gov/30305382
"""KLF6 depletion promotes NF-kappaB signaling in glioblastoma.""","""Dysregulation of the NF-κB transcription factor occurs in many cancer types. Krüppel-like family of transcription factors (KLFs) regulate the expression of genes involved in cell proliferation, differentiation and survival. Here, we report a new mechanism of NF-κB activation in glioblastoma through depletion of the KLF6 tumor suppressor. We show that KLF6 transactivates multiple genes negatively controlling the NF-κB pathway and consequently reduces NF-κB nuclear localization and downregulates NF-κB targets. Reconstitution of KLF6 attenuates their malignant phenotype and induces neural-like differentiation and senescence, consistent with NF-κB pathway inhibition. KLF6 is heterozygously deleted in 74.5% of the analyzed glioblastomas and predicts unfavorable patient prognosis suggesting that haploinsufficiency is a clinically relevant means of evading KLF6-dependent regulation of NF-κB. Together, our study identifies a new mechanism by which KLF6 regulates NF-κB signaling, and how this mechanism is circumvented in glioblastoma through KLF6 loss.""",https://pubmed.ncbi.nlm.nih.gov/28166199
"""Comprehensive portrait of recurrent glioblastoma multiforme in molecular and clinical characteristics.""","""Glioblastoma multiforme is the most common primary malignant brain tumor in adults. In addition to poor response to treatment, a high recurrence rate contributes to the poor prognosis. The purpose of this study was to investigate the genetical and clinical characteristics of recurrent glioblastoma. We used whole transcriptome sequencing data to examine the distribution of molecular subtypes and gene signatures in 22 recurrent glioblastoma taken from the Chinese population, and further analyzed biological progression of the tumors, when compared with primary glioblastoma. The proportion of the classical subtype in recurrent ones (22%) was lower than that in primary glioblastoma (36%). The frequency of IDH1 mutations in recurrent glioblastomas was nearly twice that in primary glioblastomas. TP53 mutations were fewer in proneural recurrent glioblastomas (20%) but frequent in classical recurrent glioblastomas (80%). The most common sites of recurrent glioblastomas were the temporal lobe (41%). In patients diagnosed with recurrent glioblastoma multiforme, 64% were younger than 50 years. Gene set enrichment analysis revealed that chromatin fracture, repair, and remodeling genes were enriched in recurrent glioblastoma. Our results highlight the differences in clinical features, molecular subtypes and gene alterations between primary and recurrent glioblastoma and may be helpful for targeted therapy for recurrent glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/26427041
"""Neural stem cells promote glioblastoma formation in nude mice.""","""Purpose: Neural stem cells (NSCs) have been characterized with the ability of self-renewal and neurogenesis, which has inspired lots of studies to clarify the functions of NSCs in neural injury, ischemic stroke, brain inflammation and neurodegenerative diseases. We focused on the relationship of NSCs with glioblastoma, since we have discovered that recurrent glioblastomas were inclined to be derived from subventricular zone (SVZ), where NSCs reside. We want to clarify whether NSCs are involved in glioblastoma relapse. Methods: Immunocytochemistry was used to confirm the stemness of NSCs. The Cell Counting Kit-8 was used to measure the proliferation of cells. Migration abilities were examined by wound healing and transwell assays, and tumor formation abilities were confirmed in nude mice. Results: We found in experiments that NSCs promoted proliferation of a glioblastoma cell line-Ln229, the migration ability of Ln229 cells was motivated by co-cultured with NSCs. Tumor formation of Ln229 cells was also accelerated in nude mice when co-transplanted with NSCs. In immunohistochemistry, we found that the Sox2- and Ki67-positive cells were much higher in co-transplanted groups than that of control groups. Conclusions: These results imply the potential role that NSCs play in speeding up tumor formation in the process of glioblastoma relapse, providing the basis for dealing with newly diagnosed glioblastoma patients, which may help postpone the recurrence of glioblastoma as far as possible through preprocessing the tumor-adjacent SVZ tissue.""",https://pubmed.ncbi.nlm.nih.gov/30945128
"""Coixendide efficacy in combination with temozolomide in glioblastoma and transcriptome analysis of the mechanism.""","""The purpose of this study was to explore the role of coixendide (Coix) combine with temozolomide (TMZ) in the treatment of Glioblastoma (GBM) and explore its possible mechanism. CCK-8 was used to determine the inhibitory rate of Coix group, TMZ group and drug combination group on GBM cells, and the combination index (CI) was calculated to determine whether they had synergistic effect. Then RNA was extracted from each group, transcriptome sequencing was performed, and differentially expressed genes (DEGs) were identified. The possible mechanism was analyzed by GO enrichment analysis and KEGG enrichment analysis. The CI of Coix and TMZ indicating a synergistic effect when TMZ concentration is 0.1 mg/ml and Coix concentration is 2 mg/ml. Transcriptome sequencing analysis showed that interferon (IFN) related genes were down-regulated by Coix and up-regulated by TMZ and combined drugs, however, the up-regulation induced by combined drugs was less than that of TMZ. Besides IFN related genes, cholesterol metabolism pathway were also been regulated. Coix and TMZ have synergistic effects in the treatment of GBM at certain doses. RNA-Seq results suggested that the abnormal on genetic materials caused by DNA damage induced by TMZ treatment can be sensed by IFN related genes and activates antiviral IFN signaling, causing the activation of repairing mechanism and drug resistance. Coix inhibits IFN related genes, thereby inhibits drug resistance of TMZ. In addition, the activation of ferroptosis and the regulation of DEGs in cholesterol metabolism pathway were also contributed to the synergistic effects of Coix and TMZ.""",https://pubmed.ncbi.nlm.nih.gov/37726303
