Source,Text,Link,Verb,Original_Form,Context
Abstract,"""Plasticity in Glioma Stem Cell Phenotype and Its Therapeutic Implication.""",https://pubmed.ncbi.nlm.nih.gov/29129882,induce,induced,heterogeneity in glioblastoma (gbm) may be induced through dynamic differentiation
Abstract,"""Spontaneous Glioblastoma Spheroid Infiltration of Early-Stage Cerebral Organoids Models Brain Tumor Invasion.""",https://pubmed.ncbi.nlm.nih.gov/29543559,consider,considered,brain tumor glioblastoma multiforme (gbm) is considered a cancer of
Title,"""Global hypo-methylation in a proportion of glioblastoma enriched for an astrocytic signature is associated with increased invasion and altered immune landscape.""",https://pubmed.ncbi.nlm.nih.gov/36412091,enrich,enriched,proportion of glioblastoma enriched for an astrocytic signature is associated with increased
Title,"""Live Imaging of Microtubule Dynamics in Glioblastoma Cells Invading the Zebrafish Brain.""",https://pubmed.ncbi.nlm.nih.gov/35969108,invade,invading,dynamics in glioblastoma cells invading the zebrafish brain.
Abstract,"""MicroRNA-29a activates a multi-component growth and invasion program in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/30683134,characterize,characterized,background: glioblastoma is a malignant brain tumor characterized by rapid growth
Abstract,"""MicroRNA-29a activates a multi-component growth and invasion program in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/30683134,analyze,analyzed,from 197 glioblastomas were analyzed to identify the candidate mirnas that are
Abstract,"""MicroRNA-29a activates a multi-component growth and invasion program in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/30683134,promote,promotes,"number in glioblastoma, and that mir-29a promotes glioblastoma growth and invasion"
Abstract,"""MicroRNA-29a activates a multi-component growth and invasion program in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/30683134,target,targeting,mir-29a promotes glioblastoma growth and invasion in part by targeting pten.
Abstract,"""MicroRNA-29a activates a multi-component growth and invasion program in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/30683134,activate,activates,"-deficient glioblastoma cells, however, mir-29a nevertheless activates akt by"
Abstract,"""MicroRNA-29a activates a multi-component growth and invasion program in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/30683134,repress,repressing,-deficient glioblastoma cells by repressing translation of the sox4 transcription factor
Abstract,"""MicroRNA-29a activates a multi-component growth and invasion program in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/30683134,correlate,correlates,expression in glioblastoma specimens correlates with decreased patient survival.
Abstract,"""Melatonin antagonizes hypoxia-mediated glioblastoma cell migration and invasion via inhibition of HIF-1alpha.""",https://pubmed.ncbi.nlm.nih.gov/23551342,understand,understood,invasion of glioblastoma cells under hypoxic condition remains poorly understood.
Abstract,"""Melatonin antagonizes hypoxia-mediated glioblastoma cell migration and invasion via inhibition of HIF-1alpha.""",https://pubmed.ncbi.nlm.nih.gov/23551342,appear,appeared,"markedly inhibited glioblastoma cell migration and invasion, and this appeared to"
Abstract,"""Melatonin antagonizes hypoxia-mediated glioblastoma cell migration and invasion via inhibition of HIF-1alpha.""",https://pubmed.ncbi.nlm.nih.gov/23551342,prove,prove,"detected in glioblastoma multiforme, melatonin may prove to be a potent"
Title,"""Inhibition of in vivo tumorigenicity and invasiveness of a human glioblastoma cell line transfected with antisense uPAR vectors.""",https://pubmed.ncbi.nlm.nih.gov/9219733,transfecte,transfected,a human glioblastoma cell line transfected with antisense upar vectors.
Abstract,"""Inhibition of in vivo tumorigenicity and invasiveness of a human glioblastoma cell line transfected with antisense uPAR vectors.""",https://pubmed.ncbi.nlm.nih.gov/9219733,express,express,showed that glioblastomas express increased urokinase-type plasminogen activator receptors (
Abstract,"""Inhibition of in vivo tumorigenicity and invasiveness of a human glioblastoma cell line transfected with antisense uPAR vectors.""",https://pubmed.ncbi.nlm.nih.gov/9219733,transfecte,transfected,a human glioblastoma cell line was transfected with a cdna construct corresponding
Abstract,"""Hypoxia-Mediated Mechanisms Associated with Antiangiogenic Treatment Resistance in Glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/28284719,characterize,characterized,glioblastomas (gbms) are malignant tumors characterized by their
Abstract,"""Neurofibromatosis Type 1 Gene Alterations Define Specific Features of a Subset of Glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/35008787,play,plays,"in glioblastoma, nf1 loss of function plays a major role"
Abstract,"""Netrin-1-induced activation of Notch signaling mediates glioblastoma cell invasion.""",https://pubmed.ncbi.nlm.nih.gov/23549787,retain,retaining,it inhibited glioblastoma cell invasion and notch activation by retaining the notch
Abstract,"""Netrin-1-induced activation of Notch signaling mediates glioblastoma cell invasion.""",https://pubmed.ncbi.nlm.nih.gov/23549787,activate,activates,"leading to glioblastoma cell invasion, in which netrin-1 activates notch signaling"
Abstract,"""MicroRNA-296-5p Promotes Invasiveness through Downregulation of Nerve Growth Factor Receptor and Caspase-8.""",https://pubmed.ncbi.nlm.nih.gov/27927008,treat,treat,glioblastomas (gbm) are very difficult to treat and
Abstract,"""Adaptive mechanoproperties mediated by the formin FMN1 characterize glioblastoma fitness for invasion.""",https://pubmed.ncbi.nlm.nih.gov/34559979,compose,composed,glioblastoma are heterogeneous tumors composed of highly invasive and highly
Abstract,"""Glioblastoma expression of vitronectin and the alpha v beta 3 integrin. Adhesion mechanism for transformed glial cells.""",https://pubmed.ncbi.nlm.nih.gov/1721625,derive,derived,"glioblastoma multiforme, the most malignant astroglial-derived tumor"
Abstract,"""Glioblastoma expression of vitronectin and the alpha v beta 3 integrin. Adhesion mechanism for transformed glial cells.""",https://pubmed.ncbi.nlm.nih.gov/1721625,express,expressed,"identified in glioblastoma tumors in situ, and was also not expressed"
Abstract,"""Glioblastoma expression of vitronectin and the alpha v beta 3 integrin. Adhesion mechanism for transformed glial cells.""",https://pubmed.ncbi.nlm.nih.gov/1721625,attach,attached,", cultured glioblastoma cells attached to the parenchyma of glioblastoma tumor cryostat"
Abstract,"""Glioblastoma expression of vitronectin and the alpha v beta 3 integrin. Adhesion mechanism for transformed glial cells.""",https://pubmed.ncbi.nlm.nih.gov/1721625,potentiate,potentiate,mechanism in glioblastoma tumors that might potentiate glioblastoma cell invasion of normal
Abstract,"""Ultrasound-responsive nutlin-loaded nanoparticles for combined chemotherapy and piezoelectric treatment of glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/33894347,know,known,"glioblastoma multiforme (gbm), also known as grade"
Abstract,"""Computational modeling of tumor invasion from limited and diverse data in Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/39342741,require,requires,"such as glioblastoma multiforme, the prognostic and treatment planning pipeline requires"
Abstract,"""Rapid and Efficient Invasion Assay of Glioblastoma in Human Brain Organoids.""",https://pubmed.ncbi.nlm.nih.gov/32521263,possess,possesses,glioblastoma (gbm) possesses glioma stem cells (gscs
Abstract,"""[Glioblastomas: gliomagenesis, genetics, angiogenesis, and microenvironment].""",https://pubmed.ncbi.nlm.nih.gov/20817192,derive,derive,"studies, glioblastomas derive from malignant transformation of stem cells and/or glial"
Abstract,"""Can lateral ventricle contact predict the ontogeny and prognosis of glioblastoma?""",https://pubmed.ncbi.nlm.nih.gov/26007164,propose,proposed,) by glioblastomas has been proposed to reveal their origin and may
Abstract,"""Can lateral ventricle contact predict the ontogeny and prognosis of glioblastoma?""",https://pubmed.ncbi.nlm.nih.gov/26007164,include,including,predictors of glioblastoma patient prognosis; the expression profiles (including stemness
Abstract,"""Can lateral ventricle contact predict the ontogeny and prognosis of glioblastoma?""",https://pubmed.ncbi.nlm.nih.gov/26007164,estimate,estimated,"origin of glioblastomas cannot be simply estimated by radiographic lvc,"
Abstract,"""CD47 Promotes Human Glioblastoma Invasion Through Activation of the PI3K/Akt Pathway.""",https://pubmed.ncbi.nlm.nih.gov/29321087,underlie,underlying,"promotes human glioblastoma invasion and, if so, the underlying mechanisms"
Abstract,"""Paired related homeobox 1 is associated with the invasive properties of glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/25522823,have,have,"treatments for glioblastoma, the currently available therapies have only limited effects"
Abstract,"""Paired related homeobox 1 is associated with the invasive properties of glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/25522823,elucidate,elucidate,"strategies for glioblastoma treatment, it is crucial to elucidate the molecular"
Abstract,"""MicroRNA-125b inhibitor sensitizes human primary glioblastoma cells to chemotherapeutic drug temozolomide on invasion.""",https://pubmed.ncbi.nlm.nih.gov/23835866,find,found,"overexpressed in glioblastoma cells, and found by us that downregulation of"
Abstract,"""MicroRNA-125b inhibitor sensitizes human primary glioblastoma cells to chemotherapeutic drug temozolomide on invasion.""",https://pubmed.ncbi.nlm.nih.gov/23835866,inhibit,inhibiting,inhibit the glioblastoma cell invasion by inhibiting notch1 expression.
Abstract,"""Expression and significance of SOX B1 genes in glioblastoma multiforme patients.""",https://pubmed.ncbi.nlm.nih.gov/34953010,remain,remains,survival of glioblastoma multiforme (gbm) patients remains poor.
Title,"""Invasive behaviour of glioblastoma cell lines is associated with altered organisation of the cadherin-catenin adhesion system.""",https://pubmed.ncbi.nlm.nih.gov/12140264,associate,associated,behaviour of glioblastoma cell lines is associated with altered organisation of the
Abstract,"""Invasive behaviour of glioblastoma cell lines is associated with altered organisation of the cadherin-catenin adhesion system.""",https://pubmed.ncbi.nlm.nih.gov/12140264,investigate,investigated,"and invasive glioblastomas, we investigated its molecular composition and organisation in"
Abstract,"""Coculture Assays to Study Macrophage and Microglia Stimulation of Glioblastoma Invasion.""",https://pubmed.ncbi.nlm.nih.gov/27805587,remain,remains,"rise to glioblastomas, this cancer still remains highly refractory to conventional"
Abstract,"""Coculture Assays to Study Macrophage and Microglia Stimulation of Glioblastoma Invasion.""",https://pubmed.ncbi.nlm.nih.gov/27805587,use,using,to model glioblastoma-macrophage/microglia interaction using in vitro culture
Abstract,"""Coculture Assays to Study Macrophage and Microglia Stimulation of Glioblastoma Invasion.""",https://pubmed.ncbi.nlm.nih.gov/27805587,label,labelled,glioblastoma cells labelled with a fluorescent marker or constitutively expressing
Title,"""IL-33/ST2 axis promotes glioblastoma cell invasion by accumulating tenascin-C.""",https://pubmed.ncbi.nlm.nih.gov/31889095,accumulate,accumulating,axis promotes glioblastoma cell invasion by accumulating tenascin-c.
Abstract,"""IL-33/ST2 axis promotes glioblastoma cell invasion by accumulating tenascin-C.""",https://pubmed.ncbi.nlm.nih.gov/31889095,lead,leading,"in human glioblastomas, leading to a highly motile and invasive phenotype"
Abstract,"""Effect of Concomitant Radiochemotherapy on Invasion Potential of Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/26450124,affect,affect,"components of glioblastoma, oncotherapy does not significantly affect its invasive behavior"
Abstract,"""[Role of adrenomedullin in glioblastomas growth].""",https://pubmed.ncbi.nlm.nih.gov/15888388,analyse,analysed,"in all glioblastomas analysed, whereas a low expression was found in"
Title,"""Enhanced expression of pentraxin-3 in glioblastoma cells correlates with increased invasion and IL8-VEGF signaling axis.""",https://pubmed.ncbi.nlm.nih.gov/34906547,correlate,correlates,pentraxin-3 in glioblastoma cells correlates with increased invasion and il8-vegf
Abstract,"""Targeted genomic CRISPR-Cas9 screen identifies MAP4K4 as essential for glioblastoma invasion.""",https://pubmed.ncbi.nlm.nih.gov/31570734,treat,treat,"tumors, glioblastoma is particularly difficult to treat, in part due"
Abstract,"""Targeted genomic CRISPR-Cas9 screen identifies MAP4K4 as essential for glioblastoma invasion.""",https://pubmed.ncbi.nlm.nih.gov/31570734,perform,performed,"pathways underlying glioblastoma invasion, we performed the first large-scale"
Title,"""MicroRNA-145 Promotes the Phenotype of Human Glioblastoma Cells Selected for Invasion.""",https://pubmed.ncbi.nlm.nih.gov/26026080,select,selected,of human glioblastoma cells selected for invasion.
Abstract,"""Norepinephrine inhibits migration and invasion of human glioblastoma cell cultures possibly via MMP-11 inhibition.""",https://pubmed.ncbi.nlm.nih.gov/33515535,study,studied,progression of glioblastoma has not yet studied.
Abstract,"""Norepinephrine inhibits migration and invasion of human glioblastoma cell cultures possibly via MMP-11 inhibition.""",https://pubmed.ncbi.nlm.nih.gov/33515535,have,had,in the glioblastoma tissues had poorer prognosis.
Abstract,"""Inhibitory effects of CAI in glioblastoma growth and invasion.""",https://pubmed.ncbi.nlm.nih.gov/9120549,present,presented,on human glioblastoma growth and invasiveness are presented.
Title,"""HCMV glycoprotein B is expressed in primary glioblastomas and enhances growth and invasiveness via PDGFR-alpha activation.""",https://pubmed.ncbi.nlm.nih.gov/24658280,enhance,enhances,in primary glioblastomas and enhances growth and invasiveness via pdgfr-alpha
Abstract,"""HCMV glycoprotein B is expressed in primary glioblastomas and enhances growth and invasiveness via PDGFR-alpha activation.""",https://pubmed.ncbi.nlm.nih.gov/24658280,suggest,suggesting,"-positive glioblastoma cells, suggesting that functional inhibition of this viral"
Abstract,"""HCMV glycoprotein B is expressed in primary glioblastomas and enhances growth and invasiveness via PDGFR-alpha activation.""",https://pubmed.ncbi.nlm.nih.gov/24658280,suggest,suggest,hallmarks of glioblastoma and suggest that targeting gb may have therapeutic benefits
Abstract,"""Function of carbonic anhydrase IX in glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/23074198,lead,leading,"metabolically, glioblastomas are highly glycolytic, leading to a significant lactic"
Abstract,"""Function of carbonic anhydrase IX in glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/23074198,incubate,incubated,ln 18 glioblastoma cells were incubated under hypoxia to induce caix expression
Abstract,"""Sohlh1 suppresses glioblastoma cell proliferation, migration, and invasion by inhibition of Wnt/beta-catenin signaling.""",https://pubmed.ncbi.nlm.nih.gov/29240260,transfecte,transfected,human glioblastoma u87 and u251 cellswere transfected with appropriate plasmids and/or
Title,"""Glioblastoma blood flow measured with stable xenon CT indicates tumor necrosis, vascularity, and brain invasion.""",https://pubmed.ncbi.nlm.nih.gov/22492958,measure,measured,glioblastoma blood flow measured with stable xenon ct indicates tumor
Abstract,"""Glioblastoma blood flow measured with stable xenon CT indicates tumor necrosis, vascularity, and brain invasion.""",https://pubmed.ncbi.nlm.nih.gov/22492958,use,using,patients with glioblastoma using stable xenon ct.
Abstract,"""Glioblastoma blood flow measured with stable xenon CT indicates tumor necrosis, vascularity, and brain invasion.""",https://pubmed.ncbi.nlm.nih.gov/22492958,have,have,type i glioblastomas have unimodal high blood flow histograms; histologically there
Abstract,"""Glioblastoma blood flow measured with stable xenon CT indicates tumor necrosis, vascularity, and brain invasion.""",https://pubmed.ncbi.nlm.nih.gov/22492958,have,have,type ii glioblastomas have unimodal low blood flow histograms; histologically there
Abstract,"""Glioblastoma blood flow measured with stable xenon CT indicates tumor necrosis, vascularity, and brain invasion.""",https://pubmed.ncbi.nlm.nih.gov/22492958,induce,induced,"type ii glioblastoma, the abnormal vessels induced by hypoxia are inefficient"
Abstract,"""Glioblastoma blood flow measured with stable xenon CT indicates tumor necrosis, vascularity, and brain invasion.""",https://pubmed.ncbi.nlm.nih.gov/22492958,multimodal,multimodal,type iii glioblastomas have multimodal blood flow histograms.
Abstract,"""Glioblastoma blood flow measured with stable xenon CT indicates tumor necrosis, vascularity, and brain invasion.""",https://pubmed.ncbi.nlm.nih.gov/22492958,develop,develop,type iii glioblastomas were more likely to develop a post-surgical
Abstract,"""Role of a DNA damage checkpoint pathway in ionizing radiation-induced glioblastoma cell migration and invasion.""",https://pubmed.ncbi.nlm.nih.gov/22552889,mediate,mediate,properties of glioblastoma cells and that checkpoint proteins mediate ir-induced
Abstract,"""Tripartite motif-containing 14 (TRIM14) promotes epithelial-mesenchymal transition via ZEB2 in glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/30728039,remain,remains,protein in glioblastoma remains to be elucidated.
Abstract,"""Tripartite motif-containing 14 (TRIM14) promotes epithelial-mesenchymal transition via ZEB2 in glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/30728039,obtain,obtained,human glioblastoma tissues were obtained and immunohistochemical staining were carried out
Abstract,"""Tripartite motif-containing 14 (TRIM14) promotes epithelial-mesenchymal transition via ZEB2 in glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/30728039,correlate,correlated,"in human glioblastoma specimens and cell lines, and correlated with glioblastoma"
Abstract,"""The Invasion Factor ODZ1 Is Upregulated through an Epidermal Growth Factor Receptor-Induced Pathway in Primary Glioblastoma Cells.""",https://pubmed.ncbi.nlm.nih.gov/38727302,surround,surrounding,remodeling of glioblastoma (gbm) cells and invasion of the surrounding
Title,"""Syringic Acid Suppressed Proliferation, Invasion, and Migration via Inhibition of Matrix Metalloproteinases Expression on Glioblastoma Cells by Promoting Apoptosis.""",https://pubmed.ncbi.nlm.nih.gov/35570553,promote,promoting,expression on glioblastoma cells by promoting apoptosis.
Abstract,"""Application of novel PACS-based informatics platform to identify imaging based predictors of CDKN2A allelic status in glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/38135704,use,using,biomarkers in glioblastomas using a new informatics workflow that enables rapid analysis
Title,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,transplant,transplanted,of human glioblastoma transplanted on chicken chorioallantoic membrane.
Abstract,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,take,taken,survival of glioblastoma tumors taken immediately from operating theatre and transplanted on
Abstract,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,obtain,obtained,glioblastoma samples obtained from 10 patients were transplanted onto 200
Abstract,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,reveal,revealed,were not glioblastomas as it was revealed later.
Abstract,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,exhibit,exhibited,transplanted glioblastomas exhibited the same features as original glioblastomas - necrosis
Abstract,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,show,showed,while transplanted glioblastomas also showed glial fibrillary acidic protein (gfap)
Abstract,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,show,show,transplanted glioblastomas did not show any immunoreactivity of p53.
Abstract,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,survive,survive,pieces of glioblastoma survive with all cytological features.
Abstract,"""Histology of human glioblastoma transplanted on chicken chorioallantoic membrane.""",https://pubmed.ncbi.nlm.nih.gov/19289902,remain,remains,"that transplanted glioblastoma remains as insulated unit, which survives from nourishment"
Abstract,"""A 3D tumor spheroid model for the T98G Glioblastoma cell line phenotypic characterization.""",https://pubmed.ncbi.nlm.nih.gov/31383287,include,include,"major glioblastoma's hallmarks include proliferation, invasion and heterogeneity."
Abstract,"""Dendritic cell immunotherapy for brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/26037466,characterize,characterized,"glioblastomas are characterized by immunosuppression, rapid proliferation, angiogenesis"
Title,"""Glioblastoma-derived stem cell-enriched cultures form distinct subgroups according to molecular and phenotypic criteria.""",https://pubmed.ncbi.nlm.nih.gov/18037961,derive,derived,glioblastoma-derived stem cell-enriched cultures form distinct
Abstract,"""Glioblastoma-derived stem cell-enriched cultures form distinct subgroups according to molecular and phenotypic criteria.""",https://pubmed.ncbi.nlm.nih.gov/18037961,use,using,from human glioblastomas by using conditions that select for the expansion of
Abstract,"""Glioblastoma-derived stem cell-enriched cultures form distinct subgroups according to molecular and phenotypic criteria.""",https://pubmed.ncbi.nlm.nih.gov/18037961,obtain,obtain,lines from glioblastoma specimens with the goal to obtain model systems for
Title,"""Metabolic and transcriptomic profiles of glioblastoma invasion revealed by comparisons between patients and corresponding orthotopic xenografts in mice.""",https://pubmed.ncbi.nlm.nih.gov/34348785,reveal,revealed,profiles of glioblastoma invasion revealed by comparisons between patients and corresponding orthotopic
Abstract,"""Metabolic and transcriptomic profiles of glioblastoma invasion revealed by comparisons between patients and corresponding orthotopic xenografts in mice.""",https://pubmed.ncbi.nlm.nih.gov/34348785,transplant,transplanted,the human glioblastoma transplanted into the brains of mice (pdox)
Abstract,"""Overexpression of TIMP-1 and Sensitivity to Topoisomerase Inhibitors in Glioblastoma Cell Lines.""",https://pubmed.ncbi.nlm.nih.gov/28963609,influence,influence,irinotecan and glioblastoma cell levels of timp-1 could therefore potentially influence the
Abstract,"""Overexpression of TIMP-1 and Sensitivity to Topoisomerase Inhibitors in Glioblastoma Cell Lines.""",https://pubmed.ncbi.nlm.nih.gov/28963609,affect,affect,expression in glioblastoma cell lines would affect the sensitivity to top inhibitors
Abstract,"""Overexpression of TIMP-1 and Sensitivity to Topoisomerase Inhibitors in Glioblastoma Cell Lines.""",https://pubmed.ncbi.nlm.nih.gov/28963609,remain,remains,potential in glioblastoma patients remains to be elucidated.
Abstract,"""Integrative Modeling Reveals Annexin A2-mediated Epigenetic Control of Mesenchymal Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27667176,characterize,characterized,"glioblastomas are characterized by transcriptionally distinct subtypes, but despite"
Abstract,"""Integrative Modeling Reveals Annexin A2-mediated Epigenetic Control of Mesenchymal Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27667176,suppress,suppressed,in primary glioblastoma stem cell-like cultures suppressed known mesenchymal master
Abstract,"""Integrative Modeling Reveals Annexin A2-mediated Epigenetic Control of Mesenchymal Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27667176,validate,validate,that determines glioblastoma mesenchymal transformation and validate asics as a general methodology
Abstract,"""Induction of apoptosis through extrinsic/intrinsic pathways and suppression of ERK/NF-kappaB signalling participate in anti-glioblastoma of imipramine.""",https://pubmed.ncbi.nlm.nih.gov/32149465,recognize,recognized,) in glioblastomas is recognized as an important treatment target.
Abstract,"""Induction of apoptosis through extrinsic/intrinsic pathways and suppression of ERK/NF-kappaB signalling participate in anti-glioblastoma of imipramine.""",https://pubmed.ncbi.nlm.nih.gov/32149465,use,using,"-mediated glioblastoma progression by using cell proliferation (3-(4,5-dimethylthiazol-2"
Abstract,"""Induction of apoptosis through extrinsic/intrinsic pathways and suppression of ERK/NF-kappaB signalling participate in anti-glioblastoma of imipramine.""",https://pubmed.ncbi.nlm.nih.gov/32149465,bear,bearing,", a glioblastoma-bearing animal model was used to validate the"
Abstract,"""Induction of apoptosis through extrinsic/intrinsic pathways and suppression of ERK/NF-kappaB signalling participate in anti-glioblastoma of imipramine.""",https://pubmed.ncbi.nlm.nih.gov/32149465,induce,induces,anti-glioblastoma drug which induces apoptosis and has the capacity to
Abstract,"""The effects of ephrinB2 signaling on proliferation and invasion in glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/32567728,attribute,attributed,nature of glioblastoma multiforme (gbm) may be attributed to the
Title,"""Sialidase NEU3 defines invasive potential of human glioblastoma cells by regulating calpain-mediated proteolysis of focal adhesion proteins.""",https://pubmed.ncbi.nlm.nih.gov/28760640,regulate,regulating,of human glioblastoma cells by regulating calpain-mediated proteolysis of focal
Abstract,"""Sialidase NEU3 defines invasive potential of human glioblastoma cells by regulating calpain-mediated proteolysis of focal adhesion proteins.""",https://pubmed.ncbi.nlm.nih.gov/28760640,evaluate,evaluated,of human glioblastoma specimens were evaluated by quantitative rt-pcr.
Abstract,"""Sialidase NEU3 defines invasive potential of human glioblastoma cells by regulating calpain-mediated proteolysis of focal adhesion proteins.""",https://pubmed.ncbi.nlm.nih.gov/28760640,reduce,reduced,"the human glioblastoma cell lines, neu3 overexpression reduced invasion and migration"
Title,"""TROY (TNFRSF19) promotes glioblastoma survival signaling and therapeutic resistance.""",https://pubmed.ncbi.nlm.nih.gov/23699535,signal,signaling,) promotes glioblastoma survival signaling and therapeutic resistance.
Abstract,"""TROY (TNFRSF19) promotes glioblastoma survival signaling and therapeutic resistance.""",https://pubmed.ncbi.nlm.nih.gov/23699535,specimen,specimens,overexpressed in glioblastoma tumor specimens and troy mrna expression is increased in
Abstract,"""TROY (TNFRSF19) promotes glioblastoma survival signaling and therapeutic resistance.""",https://pubmed.ncbi.nlm.nih.gov/23699535,prolong,prolonged,in primary glioblastoma xenografts significantly prolonged survival in vivo.
Abstract,"""TROY (TNFRSF19) promotes glioblastoma survival signaling and therapeutic resistance.""",https://pubmed.ncbi.nlm.nih.gov/23699535,induce,induced,resistance of glioblastoma cells to both ir- and tmz-induced apoptosis
Abstract,"""Glioma stem cells invasive phenotype at optimal stiffness is driven by MGAT5 dependent mechanosensing.""",https://pubmed.ncbi.nlm.nih.gov/33894774,invade,invading,background: glioblastomas stem-like cells (gscs) by invading
Title,"""Oligodendrocytes Up-regulate the Invasive Activity of Glioblastoma Cells via the Angiopoietin-2 Signaling Pathway.""",https://pubmed.ncbi.nlm.nih.gov/30711932,signal,signaling,activity of glioblastoma cells via the angiopoietin-2 signaling pathway.
Title,"""Comprehensive proteome profiling of glioblastoma-derived extracellular vesicles identifies markers for more aggressive disease.""",https://pubmed.ncbi.nlm.nih.gov/27770278,derive,derived,profiling of glioblastoma-derived extracellular vesicles identifies markers for more aggressive
Abstract,"""Comprehensive proteome profiling of glioblastoma-derived extracellular vesicles identifies markers for more aggressive disease.""",https://pubmed.ncbi.nlm.nih.gov/27770278,represent,represent,roles in glioblastoma (gbm) biology and represent novel sources of
Abstract,"""The Novel Tubulin-Binding Checkpoint Activator BAL101553 Inhibits EB1-Dependent Migration and Invasion and Promotes Differentiation of Glioblastoma Stem-like Cells.""",https://pubmed.ncbi.nlm.nih.gov/27540016,have,have,glioblastoma patients have limited treatment options.
Abstract,"""The Novel Tubulin-Binding Checkpoint Activator BAL101553 Inhibits EB1-Dependent Migration and Invasion and Promotes Differentiation of Glioblastoma Stem-like Cells.""",https://pubmed.ncbi.nlm.nih.gov/27540016,represent,represent,"contribute to glioblastoma invasiveness and repopulation; hence, they represent promising"
Abstract,"""The influence of biomechanical properties and cannabinoids on tumor invasion.""",https://pubmed.ncbi.nlm.nih.gov/27149140,treat,treated,3 different glioblastoma cell lines were treated with cannabinoids and changes of
Abstract,"""Therapeutic strategies for inhibiting invasion in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/19344303,invade,invade,patients with glioblastomas is the propensity of the tumor to invade into
Abstract,"""Significantly higher expression of high-mobility group AT hook protein 2 (HMGA2) in the border zone of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/36987772,let,let,structure of glioblastoma let us to investigate hmga2 expression in the border
Abstract,"""Significantly higher expression of high-mobility group AT hook protein 2 (HMGA2) in the border zone of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/36987772,analyze,analyzed,grade 4 glioblastomas were analyzed for hmga2 expression using quantitative real-
Abstract,"""Significantly higher expression of high-mobility group AT hook protein 2 (HMGA2) in the border zone of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/36987772,compare,compared,"expressed in glioblastoma compared to healthy brain tissue (qpcr, p=0.013"
Abstract,"""Significantly higher expression of high-mobility group AT hook protein 2 (HMGA2) in the border zone of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/36987772,seem,seems,"zone of glioblastomas; thus, the expression cluster of hmga2 seems"
Title,"""MicroRNA-195 plays a tumor-suppressor role in human glioblastoma cells by targeting signaling pathways involved in cellular proliferation and invasion.""",https://pubmed.ncbi.nlm.nih.gov/22217655,target,targeting,in human glioblastoma cells by targeting signaling pathways involved in cellular proliferation
Abstract,"""MicroRNA-195 plays a tumor-suppressor role in human glioblastoma cells by targeting signaling pathways involved in cellular proliferation and invasion.""",https://pubmed.ncbi.nlm.nih.gov/22217655,compare,compared,"in human glioblastoma cells, compared with normal brain tissue, but"
