Source,Text,Link,Verb,Original_Form,Context
Abstract,"""CUX1 stimulates APE1 enzymatic activity and increases the resistance of glioblastoma cells to the mono-alkylating agent temozolomide.""",https://pubmed.ncbi.nlm.nih.gov/29036362,temozolomide,temozolomide,resistance of glioblastoma cells to temozolomide and to a combined treatment of
Abstract,"""CUX1 stimulates APE1 enzymatic activity and increases the resistance of glioblastoma cells to the mono-alkylating agent temozolomide.""",https://pubmed.ncbi.nlm.nih.gov/29036362,identify,identifies,response of glioblastoma cells to treatment and identifies the cut domains as
Title,"""18F-Labeled WBC PET/CT Scan in a Case of Recurrent Glioblastoma Multiforme, Presented as Pyrexia of Unknown Origin.""",https://pubmed.ncbi.nlm.nih.gov/35384872,present,presented,"of recurrent glioblastoma multiforme, presented as pyrexia of unknown origin."
Abstract,"""18F-Labeled WBC PET/CT Scan in a Case of Recurrent Glioblastoma Multiforme, Presented as Pyrexia of Unknown Origin.""",https://pubmed.ncbi.nlm.nih.gov/35384872,present,presented,"of recurrent glioblastoma multiforme, who presented with puo."
Title,"""Tumor-infiltrating lymphocytes in glioblastoma are associated with specific genomic alterations and related to transcriptional class.""",https://pubmed.ncbi.nlm.nih.gov/23864165,associate,associated,lymphocytes in glioblastoma are associated with specific genomic alterations and related to
Abstract,"""Tumor-infiltrating lymphocytes in glioblastoma are associated with specific genomic alterations and related to transcriptional class.""",https://pubmed.ncbi.nlm.nih.gov/23864165,define,defined,roles in glioblastoma have not been fully defined.
Abstract,"""Tumor-infiltrating lymphocytes in glioblastoma are associated with specific genomic alterations and related to transcriptional class.""",https://pubmed.ncbi.nlm.nih.gov/23864165,associate,associated,"tils in glioblastoma are associated with molecular alterations, histologies, and"
Abstract,"""Tumor-infiltrating lymphocytes in glioblastoma are associated with specific genomic alterations and related to transcriptional class.""",https://pubmed.ncbi.nlm.nih.gov/23864165,associate,associated,"enriched in glioblastomas of the mesenchymal class, strongly associated with mutations"
Title,"""miR-125b inhibitor enhance the chemosensitivity of glioblastoma stem cells to temozolomide by targeting Bak1.""",https://pubmed.ncbi.nlm.nih.gov/24643683,temozolomide,temozolomide,chemosensitivity of glioblastoma stem cells to temozolomide by targeting bak1.
Abstract,"""miR-125b inhibitor enhance the chemosensitivity of glioblastoma stem cells to temozolomide by targeting Bak1.""",https://pubmed.ncbi.nlm.nih.gov/24643683,cause,causing,glioblastoma stem cells (gscs) causing resistance to drug
Title,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,depend,depends,cells towards glioblastoma cells depends on hepatocyte-growth factor and is
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,contribute,contributes,"expressed by glioblastomas and contributes to their growth, migration and invasion"
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,exploit,exploited,"tropism for glioblastomas, which is exploited in gene therapy to deliver"
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,mediate,mediated,msc by glioblastoma cells and whether aminolaevulinic acid-mediated photodynamic therapy
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,affect,affects,"apoptosis in glioblastoma cells, affects hgf release and this migratory response"
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,express,express,"thus, glioblastoma cells express hgf, which contributes to the attraction"
Title,"""Incidence, risk factors, and reasons for hospitalization among glioblastoma patients receiving chemoradiation.""",https://pubmed.ncbi.nlm.nih.gov/26033544,receive,receiving,hospitalization among glioblastoma patients receiving chemoradiation.
Abstract,"""Incidence, risk factors, and reasons for hospitalization among glioblastoma patients receiving chemoradiation.""",https://pubmed.ncbi.nlm.nih.gov/26033544,include,including,"hospitalization among glioblastoma patients, including risks during chemoradiation (crt)"
Abstract,"""Incidence, risk factors, and reasons for hospitalization among glioblastoma patients receiving chemoradiation.""",https://pubmed.ncbi.nlm.nih.gov/26033544,treat,treated,newly diagnosed glioblastoma patients treated at our institution from 2006-2010
Abstract,"""Incidence, risk factors, and reasons for hospitalization among glioblastoma patients receiving chemoradiation.""",https://pubmed.ncbi.nlm.nih.gov/26033544,associate,associated,common among glioblastoma patients in the temozolomide era and is associated with
Abstract,"""Adenovirus-mediated p53 gene transfer suppresses growth of human glioblastoma cells in vitro and in vivo.""",https://pubmed.ncbi.nlm.nih.gov/8824552,suppress,suppress,"of human glioblastomas, and re-introduction of p53 can suppress"
Abstract,"""Adenovirus-mediated p53 gene transfer suppresses growth of human glioblastoma cells in vitro and in vivo.""",https://pubmed.ncbi.nlm.nih.gov/8824552,analyze,analyzed,"therapy of glioblastoma, we have analyzed the response of human glioblastoma"
Title,"""Extent of resection of glioblastoma revisited: personalized survival modeling facilitates more accurate survival prediction and supports a maximum-safe-resection approach to surgery.""",https://pubmed.ncbi.nlm.nih.gov/24516010,revisit,revisited,resection of glioblastoma revisited: personalized survival modeling facilitates more accurate survival
Abstract,"""Extent of resection of glioblastoma revisited: personalized survival modeling facilitates more accurate survival prediction and supports a maximum-safe-resection approach to surgery.""",https://pubmed.ncbi.nlm.nih.gov/24516010,diagnose,diagnosed,"approximately 12,000 glioblastomas are diagnosed annually in the united states."
Abstract,"""Extent of resection of glioblastoma revisited: personalized survival modeling facilitates more accurate survival prediction and supports a maximum-safe-resection approach to surgery.""",https://pubmed.ncbi.nlm.nih.gov/24516010,model,model,patients with glioblastoma (from 1993 to 2010) to model the
Abstract,"""Cochlear implants in the etiopathogenesis of glioblastoma--an interesting observation or independent finding?""",https://pubmed.ncbi.nlm.nih.gov/26858207,include,including,pathogenesis of glioblastomas including ionizing radiation.
Abstract,"""Classification of microvascular patterns via cluster analysis reveals their prognostic significance in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/25455996,have,had,determined that glioblastomas with few mss and vcs had many gvps and
Abstract,"""Classification of microvascular patterns via cluster analysis reveals their prognostic significance in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/25455996,categorize,categorized,mvps in glioblastoma can be categorized properly by certain histopathologic and statistical
Title,"""Molecular heterogeneity of glioblastomas: does location matter?""",https://pubmed.ncbi.nlm.nih.gov/26637806,matter,matter,heterogeneity of glioblastomas: does location matter?
Abstract,"""Molecular heterogeneity of glioblastomas: does location matter?""",https://pubmed.ncbi.nlm.nih.gov/26637806,develop,develop,glioblastomas in adults are highly heterogeneous tumors that can develop
Abstract,"""Molecular heterogeneity of glioblastomas: does location matter?""",https://pubmed.ncbi.nlm.nih.gov/26637806,demonstrate,demonstrated,derived two glioblastoma cell lines from cortical and periventricular locations and demonstrated
Abstract,"""Molecular heterogeneity of glioblastomas: does location matter?""",https://pubmed.ncbi.nlm.nih.gov/26637806,select,selected,to correlate glioblastoma locations with the expression of ten selected genes (
Abstract,"""Molecular heterogeneity of glioblastomas: does location matter?""",https://pubmed.ncbi.nlm.nih.gov/26637806,include,included,newly diagnosed glioblastomas were retrospectively included.
Abstract,"""Molecular heterogeneity of glioblastomas: does location matter?""",https://pubmed.ncbi.nlm.nih.gov/26637806,characterize,characterized,"to cortical glioblastomas, periventricular glioblastomas were characterized by a higher expression"
Abstract,"""Molecular heterogeneity of glioblastomas: does location matter?""",https://pubmed.ncbi.nlm.nih.gov/26637806,characterize,characterized,", periventricular glioblastomas were characterized by a higher expression of two mesenchymal"
Abstract,"""Molecular heterogeneity of glioblastomas: does location matter?""",https://pubmed.ncbi.nlm.nih.gov/26637806,associate,associated,-o glioblastomas were associated with lower expression of vegfc (p
Abstract,"""Diffusion tensor imaging discriminates between glioblastoma and cerebral metastases in vivo.""",https://pubmed.ncbi.nlm.nih.gov/20665905,include,included,histologically proven glioblastoma or metastasis were included in the study.
Abstract,"""Diffusion tensor imaging discriminates between glioblastoma and cerebral metastases in vivo.""",https://pubmed.ncbi.nlm.nih.gov/20665905,discriminate,discriminated,"combination, glioblastoma can be reliably discriminated from cerebral metastases."
Abstract,"""Microarray Analysis in Glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/26113463,do,done,analysis in glioblastomas is done using either cell lines or patient samples
Abstract,"""Microarray Analysis in Glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/26113463,plo,plos,"of the glioblastoma cells (jiang et al., plos one"
Abstract,"""Seasonal patterns of birth in patients with glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/17050217,exhibit,exhibits,"that the glioblastoma birth rate exhibits a statistically significant annual variation,"
Title,"""Prophylactic anticoagulation in patients with glioblastoma or brain metastases and atrial fibrillation: an increased risk for intracranial hemorrhage?""",https://pubmed.ncbi.nlm.nih.gov/33674992,increase,increased,patients with glioblastoma or brain metastases and atrial fibrillation: an increased
Abstract,"""Prophylactic anticoagulation in patients with glioblastoma or brain metastases and atrial fibrillation: an increased risk for intracranial hemorrhage?""",https://pubmed.ncbi.nlm.nih.gov/33674992,brain,brain,patients with glioblastoma (gbm) or brain metastases (met)
Abstract,"""Quantitative T1-mapping detects cloudy-enhancing tumor compartments predicting outcome of patients with glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/27891815,cause,caused,enhancement of glioblastomas (gbm) is caused by the decrease in
Abstract,"""Mitochondrial energy metabolism and signalling in human glioblastoma cell lines with different PTEN gene status.""",https://pubmed.ncbi.nlm.nih.gov/29209894,characterize,characterized,three human glioblastoma cell lines characterized by a different pten gene status
Abstract,"""Morphologic patterns of noncontrast-enhancing tumor in glioblastoma correlate with IDH1 mutation status and patient survival.""",https://pubmed.ncbi.nlm.nih.gov/28988652,enhance,enhancing,glioblastomas with a substantial proportion of noncontrast-enhancing tumour
Abstract,"""Morphologic patterns of noncontrast-enhancing tumor in glioblastoma correlate with IDH1 mutation status and patient survival.""",https://pubmed.ncbi.nlm.nih.gov/28988652,demonstrate,demonstrating,determine whether glioblastomas demonstrating a substantial proportion (>33%)
Abstract,"""Morphologic patterns of noncontrast-enhancing tumor in glioblastoma correlate with IDH1 mutation status and patient survival.""",https://pubmed.ncbi.nlm.nih.gov/28988652,review,reviewed,diagnosis of glioblastoma were reviewed.
Abstract,"""Between-hospital variation in rates of complications and decline of patient performance after glioblastoma surgery in the dutch Quality Registry Neuro Surgery.""",https://pubmed.ncbi.nlm.nih.gov/33511509,obtain,obtained,-time glioblastoma surgery at 13 hospitals were obtained from a prospective
Abstract,"""Localization of congenital glioblastomas in the Japanese: a case report and review of the literature.""",https://pubmed.ncbi.nlm.nih.gov/11981623,arise,arise,most congenital glioblastomas arise in the cerebral hemispheres.
Abstract,"""Localization of congenital glioblastomas in the Japanese: a case report and review of the literature.""",https://pubmed.ncbi.nlm.nih.gov/11981623,report,reported,of congenital glioblastoma have been reported in the literature from asian countries
Abstract,"""Localization of congenital glioblastomas in the Japanese: a case report and review of the literature.""",https://pubmed.ncbi.nlm.nih.gov/11981623,recognize,recognized,"on congenital glioblastomas, we recognized that in japanese patients this tumor"
Abstract,"""Neuro-oncology: unmasking the multiforme in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/20531430,require,required,classification of glioblastomas into various molecular entities is required for the successful
Abstract,"""Distinct transcription profiles of primary and secondary glioblastoma subgroups.""",https://pubmed.ncbi.nlm.nih.gov/16397228,occur,occur,whereas some glioblastomas occur with no prior evidence of a lower-
Abstract,"""Distinct transcription profiles of primary and secondary glioblastoma subgroups.""",https://pubmed.ncbi.nlm.nih.gov/16397228,identify,identified,groups of glioblastomas have been identified previously.
Abstract,"""Distinct transcription profiles of primary and secondary glioblastoma subgroups.""",https://pubmed.ncbi.nlm.nih.gov/16397228,associate,associated,to identify glioblastoma-associated genes (gag) that are associated
Abstract,"""Distinct transcription profiles of primary and secondary glioblastoma subgroups.""",https://pubmed.ncbi.nlm.nih.gov/16397228,confirm,confirmed,staining of glioblastoma tissue arrays confirmed expression differences.
Title,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,identify,identify,and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary
Abstract,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,classify,classified,glioblastoma is classified into two subtypes on the basis of
Abstract,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,arise,arising,'primary glioblastoma' arising de novo without detectable antecedent disease and
Abstract,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,evolve,evolve,and secondary glioblastomas evolve through similar or different molecular pathogenetic routes.
Abstract,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,subject,subjected,and secondary glioblastoma samples were subjected to high-resolution copy number
Abstract,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,remain,remaining,"defined primary glioblastomas, the remaining two stratified secondary glioblastoma into two"
Abstract,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,show,shown,"and secondary glioblastomas that were previously unappreciated, and has shown for"
Abstract,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,compose,composed,conclude that glioblastoma is composed of at least three distinct molecular subtypes
Abstract,"""Marked genomic differences characterize primary and secondary glioblastoma subtypes and identify two distinct molecular and clinical secondary glioblastoma entities.""",https://pubmed.ncbi.nlm.nih.gov/17114236,benefit,benefit,"of secondary glioblastoma, which may benefit from different therapeutic strategies."
Abstract,"""IDH-wildtype glioblastomas and grade III/IV IDH-mutant gliomas show elevated tracer uptake in fibroblast activation protein-specific PET/CT.""",https://pubmed.ncbi.nlm.nih.gov/31388723,transfecte,transfected,"used the glioblastoma cell line u87mg, fap-transfected fibrosarcoma"
Abstract,"""IDH-wildtype glioblastomas and grade III/IV IDH-mutant gliomas show elevated tracer uptake in fibroblast activation protein-specific PET/CT.""",https://pubmed.ncbi.nlm.nih.gov/31388723,observe,observed,"in glioblastomas, we observed spots with increased uptake in projection"
Abstract,"""Dephosphorylation of beta-arrestin 1 in glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/19404096,show,showed,of the glioblastoma samples (58/81) showed nearly complete beta-
Title,"""The RNA-binding protein SERBP1 functions as a novel oncogenic factor in glioblastoma by bridging cancer metabolism and epigenetic regulation.""",https://pubmed.ncbi.nlm.nih.gov/32762776,bridge,bridging,factor in glioblastoma by bridging cancer metabolism and epigenetic regulation.
Title,"""Metformin repositioning as antitumoral agent: selective antiproliferative effects in human glioblastoma stem cells, via inhibition of CLIC1-mediated ion current.""",https://pubmed.ncbi.nlm.nih.gov/25361004,mediate,mediated,"in human glioblastoma stem cells, via inhibition of clic1-mediated"
Abstract,"""[Clinicopathological diagnosis of gliomas by genotype analysis].""",https://pubmed.ncbi.nlm.nih.gov/19618854,grade,grade,glioblastomas (who grade iv) may develop de novo
Abstract,"""[Clinicopathological diagnosis of gliomas by genotype analysis].""",https://pubmed.ncbi.nlm.nih.gov/19618854,show,show,(secondary glioblastomas) both glioblastomas show similar histological features.
Abstract,"""[Clinicopathological diagnosis of gliomas by genotype analysis].""",https://pubmed.ncbi.nlm.nih.gov/19618854,show,show,) both glioblastomas show similar histological features.
Abstract,"""[Clinicopathological diagnosis of gliomas by genotype analysis].""",https://pubmed.ncbi.nlm.nih.gov/19618854,involve,involve,subtypes of glioblastoma involve distinct disease entities that evolve through different genetic
Title,"""Genetic and clinical characteristics of primary and secondary glioblastoma is associated with differential molecular subtype distribution.""",https://pubmed.ncbi.nlm.nih.gov/25821160,associate,associated,and secondary glioblastoma is associated with differential molecular subtype distribution.
Abstract,"""Genetic and clinical characteristics of primary and secondary glioblastoma is associated with differential molecular subtype distribution.""",https://pubmed.ncbi.nlm.nih.gov/25821160,classify,classified,glioblastoma multiforme (gbm) is classified into primary (
Abstract,"""Spinal drop metastases in recurrent glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/9856242,increase,increasing,dissemination of glioblastomas is very rare but is increasing as patients live
Abstract,"""Spinal drop metastases in recurrent glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/9856242,operate,operated,histologically proven glioblastoma multiforme were operated on in the neurosurgical department of
Abstract,"""Spinal drop metastases in recurrent glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/9856242,include,including,spread of glioblastoma multiforme including spinal drop metastases.
Abstract,"""Functional diversity of PFKFB3 splice variants in glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/34234350,understand,understood,prognosis of glioblastomas is only partially understood.
Abstract,"""Phenotype vs genotype in the evolution of astrocytic brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/10669004,develop,develop,"majority of glioblastomas develop de novo (primary glioblastomas), without"
Abstract,"""Phenotype vs genotype in the evolution of astrocytic brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/10669004,evolve,evolve,"subtypes of glioblastoma evolve through different genetic pathways, affect patients at"
Abstract,"""Phenotype vs genotype in the evolution of astrocytic brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/10669004,occur,occur,primary glioblastomas occur in older patients and typically show epidermal growth
Abstract,"""Phenotype vs genotype in the evolution of astrocytic brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/10669004,develop,develop,secondary glioblastomas develop in younger patients and often contain tp53 mutations
Abstract,"""Phenotype vs genotype in the evolution of astrocytic brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/10669004,show,shown,variants of glioblastoma were shown to have intermediate clinical and genetic profiles
Abstract,"""Phenotype vs genotype in the evolution of astrocytic brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/10669004,occupy,occupies,giant cell glioblastoma clinically and genetically occupies a hybrid position between primary
Abstract,"""Scale to predict survival after surgery for recurrent glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/20644085,recur,recurs,"chemotherapy, glioblastoma multiforme (gbm) virtually always recurs."
Abstract,"""Matrix gla protein (MGP): an overexpressed and migration-promoting mesenchymal component in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/19712474,characterize,characterized,subtype of glioblastoma is characterized by overexpression of extracellular matrix (ecm)/mesenchymal
Abstract,"""Matrix gla protein (MGP): an overexpressed and migration-promoting mesenchymal component in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/19712474,associate,associated,overexpressed in glioblastomas and associated with worse outcome.
Abstract,"""Matrix gla protein (MGP): an overexpressed and migration-promoting mesenchymal component in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/19712474,perform,performed,"mgp in glioblastomas, we performed expression, migration and proliferation studies"
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,describe,described,-molecular glioblastoma subtypes have been described: 'primary' glioblastomas
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,arise,arise,primary' glioblastomas arise de novo in older patients and often overexpress
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,know,known,of molecular glioblastoma subtype are known.
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,classify,classified,"reviewed 75 glioblastomas, classified as tp53-mutated (n=11)"
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,mutate,mutated,"-amplified glioblastomas, greater than that of tp53-mutated glioblastomas"
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,amplify,amplified,all 15 glioblastomas with t2 bsc<30.8 were egfr-amplified.
Abstract,"""Growth dynamics of untreated glioblastomas in vivo.""",https://pubmed.ncbi.nlm.nih.gov/25758748,reach,reach,assumption that glioblastomas reach a plateau phase and thus exhibit gompertzian growth
Abstract,"""Growth dynamics of untreated glioblastomas in vivo.""",https://pubmed.ncbi.nlm.nih.gov/25758748,show,shown,"rate of glioblastoma shown in this study, it is evident that"
Title,"""Immunogenomics of Hypermutated Glioblastoma: A Patient with Germline POLE Deficiency Treated with Checkpoint Blockade Immunotherapy.""",https://pubmed.ncbi.nlm.nih.gov/27683556,treat,treated,of hypermutated glioblastoma: a patient with germline pole deficiency treated with
Abstract,"""Immunogenomics of Hypermutated Glioblastoma: A Patient with Germline POLE Deficiency Treated with Checkpoint Blockade Immunotherapy.""",https://pubmed.ncbi.nlm.nih.gov/27683556,hypermutate,hypermutated,left frontal glioblastoma with primitive neuroectodermal tumor features and hypermutated genotype in
Abstract,"""Immunogenomics of Hypermutated Glioblastoma: A Patient with Germline POLE Deficiency Treated with Checkpoint Blockade Immunotherapy.""",https://pubmed.ncbi.nlm.nih.gov/27683556,treat,treated,principle that glioblastomas with dna-repair defects treated with checkpoint blockade
Abstract,"""Mobile phone specific electromagnetic fields induce transient DNA damage and nucleotide excision repair in serum-deprived human glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/29649215,grow,grown,p53 proficient glioblastoma line (u87) when the cells were grown
Abstract,"""IDH1 mutations is prognostic marker for primary glioblastoma multiforme but MGMT hypermethylation is not prognostic for primary glioblastoma multiforme.""",https://pubmed.ncbi.nlm.nih.gov/25455102,base,based,screened primary glioblastoma multiforme (gbm) in a population-based
Title,"""ell clusters isolation in glioblastomas and their functional and molecular characterization using new morphometric approaches.""",https://pubmed.ncbi.nlm.nih.gov/37582322,use,using,isolation in glioblastomas and their functional and molecular characterization using new morphometric
Abstract,"""A case report of sinoatrial arrest caused by temporal lobe epilepsy in subclinical glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/32000671,diagnose,diagnosed,stage iv glioblastoma was diagnosed and the patient was treated surgically.
Abstract,"""Impact of genotype and morphology on the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/11939587,raise,raised,subsets among glioblastomas has raised the question whether distinct mutations in glioblastoma
Abstract,"""Impact of genotype and morphology on the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/11939587,associate,associated,mutations in glioblastoma-associated genes may serve as prognostic markers.
Abstract,"""Impact of genotype and morphology on the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/11939587,sample,sampled,study on glioblastomas (gbm) from 97 consecutively sampled adult patients
Abstract,"""Impact of genotype and morphology on the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/11939587,provide,provide,genotyping of glioblastoma may provide clinical information of prognostic importance.
Title,"""Patient and treatment factors associated with survival among adult glioblastoma patients: A USA population-based study from 2000-2010.""",https://pubmed.ncbi.nlm.nih.gov/26122381,base,based,among adult glioblastoma patients: a usa population-based study from
Abstract,"""Congress of neurological surgeons systematic review and evidence-based guidelines update on the role of emerging developments in the management of newly diagnosed glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33215345,suggest,suggesting,newly diagnosed glioblastoma patients with clinical characteristics suggesting poor prognosis.
Abstract,"""Congress of neurological surgeons systematic review and evidence-based guidelines update on the role of emerging developments in the management of newly diagnosed glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33215345,undergo,undergoing,newly diagnosed glioblastoma undergoing surgery.
Abstract,"""Congress of neurological surgeons systematic review and evidence-based guidelines update on the role of emerging developments in the management of newly diagnosed glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33215345,undergo,undergo,newly diagnosed glioblastoma undergo pretreatment radio-labeled amino acid tracer positron
Abstract,"""Congress of neurological surgeons systematic review and evidence-based guidelines update on the role of emerging developments in the management of newly diagnosed glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33215345,enrol,enrolled,newly diagnosed glioblastomas be enrolled in properly designed clinical trials of radiation
Abstract,"""Congress of neurological surgeons systematic review and evidence-based guidelines update on the role of emerging developments in the management of newly diagnosed glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33215345,enrol,enrolled,newly diagnosed glioblastomas be enrolled in properly designed clinical trials of chemotherapy
Abstract,"""Congress of neurological surgeons systematic review and evidence-based guidelines update on the role of emerging developments in the management of newly diagnosed glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33215345,enrol,enrolled,newly diagnosed glioblastomas be enrolled in properly designed clinical trials of molecular
Abstract,"""Congress of neurological surgeons systematic review and evidence-based guidelines update on the role of emerging developments in the management of newly diagnosed glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33215345,enrol,enrolled,newly diagnosed glioblastomas be enrolled in properly designed clinical trials of immunologically
Abstract,"""Congress of neurological surgeons systematic review and evidence-based guidelines update on the role of emerging developments in the management of newly diagnosed glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/33215345,undergo,undergone,newly diagnosed glioblastoma who have undergone surgical debulking and completed concurrent chemoradiation
Abstract,"""The zinc finger transcription factor ZFX is required for maintaining the tumorigenic potential of glioblastoma stem cells.""",https://pubmed.ncbi.nlm.nih.gov/24831540,contain,containing,glioblastomas are highly lethal brain tumors containing tumor-propagating
Abstract,"""Improved survival for elderly married glioblastoma patients : Better treatment delivery, less toxicity, and fewer disease complications.""",https://pubmed.ncbi.nlm.nih.gov/27628965,analyze,analyzed,57 elderly glioblastoma patients (≥70 years) were analyzed retrospectively.
Abstract,"""Genetic association between mitochondrial DNA copy number and glioma risk: insights from causality.""",https://pubmed.ncbi.nlm.nih.gov/39574033,remain,remains,glioma and glioblastoma (gbm) remains unclear.
Abstract,"""Genetic association between mitochondrial DNA copy number and glioma risk: insights from causality.""",https://pubmed.ncbi.nlm.nih.gov/39574033,observe,observed,"cn and glioblastoma was observed (or = 1.42, 95%ci ="
Abstract,"""Cytomegalovirus infection in early childhood may be protective against glioblastoma multiforme, while later infection is a risk factor.""",https://pubmed.ncbi.nlm.nih.gov/22385772,have,had,newly diagnosed glioblastoma multiforme had detectable cytomegalovirus dna in their peripheral blood
Abstract,"""Cytomegalovirus infection in early childhood may be protective against glioblastoma multiforme, while later infection is a risk factor.""",https://pubmed.ncbi.nlm.nih.gov/22385772,show,showed,that five glioblastoma patients showed no circulating cmv detected either with rt
Abstract,"""Cytomegalovirus infection in early childhood may be protective against glioblastoma multiforme, while later infection is a risk factor.""",https://pubmed.ncbi.nlm.nih.gov/22385772,take,taken,"genesis of glioblastoma multiforme, if age at infection is taken into"
