Source,Text,Link,Verb,Original_Form,Context
Abstract,"""Adenovirus-mediated p53 gene transfer suppresses growth of human glioblastoma cells in vitro and in vivo.""",https://pubmed.ncbi.nlm.nih.gov/8824552,suppress,suppress,"of human glioblastomas, and re-introduction of p53 can suppress"
Abstract,"""Adenovirus-mediated p53 gene transfer suppresses growth of human glioblastoma cells in vitro and in vivo.""",https://pubmed.ncbi.nlm.nih.gov/8824552,analyze,analyzed,"therapy of glioblastoma, we have analyzed the response of human glioblastoma"
Title,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,depend,depends,cells towards glioblastoma cells depends on hepatocyte-growth factor and is
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,contribute,contributes,"expressed by glioblastomas and contributes to their growth, migration and invasion"
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,exploit,exploited,"tropism for glioblastomas, which is exploited in gene therapy to deliver"
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,mediate,mediated,msc by glioblastoma cells and whether aminolaevulinic acid-mediated photodynamic therapy
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,affect,affects,"apoptosis in glioblastoma cells, affects hgf release and this migratory response"
Abstract,"""Migration of mesenchymal stem cells towards glioblastoma cells depends on hepatocyte-growth factor and is enhanced by aminolaevulinic acid-mediated photodynamic treatment.""",https://pubmed.ncbi.nlm.nih.gov/23333382,express,express,"thus, glioblastoma cells express hgf, which contributes to the attraction"
Abstract,"""[Glioblastomas: gliomagenesis, genetics, angiogenesis, and microenvironment].""",https://pubmed.ncbi.nlm.nih.gov/20817192,derive,derive,"studies, glioblastomas derive from malignant transformation of stem cells and/or glial"
Abstract,"""Cytologic composition of the untreated glioblastoma with implications for evaluation of needle biopsies.""",https://pubmed.ncbi.nlm.nih.gov/2539242,define,defined,"of the glioblastoma multiforme, the distribution of eight defined cell types"
Abstract,"""Cytologic composition of the untreated glioblastoma with implications for evaluation of needle biopsies.""",https://pubmed.ncbi.nlm.nih.gov/2539242,study,studied,of 18 glioblastomas studied postmortem.
Abstract,"""Cytologic composition of the untreated glioblastoma with implications for evaluation of needle biopsies.""",https://pubmed.ncbi.nlm.nih.gov/2539242,appear,appeared,", multifocal glioblastomas appeared to be emerging in the background of a"
Abstract,"""Cytologic composition of the untreated glioblastoma with implications for evaluation of needle biopsies.""",https://pubmed.ncbi.nlm.nih.gov/2539242,appear,appear,although some glioblastomas appear largely undifferentiated and consistent with the de novo
Abstract,"""Cytologic composition of the untreated glioblastoma with implications for evaluation of needle biopsies.""",https://pubmed.ncbi.nlm.nih.gov/2539242,underscore,underscores,in a glioblastoma underscores the care that must be exercised in utilization
Abstract,"""Correlation among pathology, genotype, and patient outcomes in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16957578,base,based,cases of glioblastoma within a population-based study (1)
Abstract,"""Correlation among pathology, genotype, and patient outcomes in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16957578,have,had,small cell glioblastomas had frequent egfr amplification and p16 deletion but infrequent
Abstract,"""Correlation among pathology, genotype, and patient outcomes in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16957578,contain,containing,glioblastomas containing >or=5% multinucleated giant cells showed more
Abstract,"""Correlation among pathology, genotype, and patient outcomes in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16957578,pseudopalisade,pseudopalisading,"in all glioblastomas, whereas large ischemic and/or pseudopalisading necrosis was observed"
Abstract,"""Correlation among pathology, genotype, and patient outcomes in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16957578,associate,associated,glioblastomas with necrosis were associated with older age (59.2
Abstract,"""Correlation among pathology, genotype, and patient outcomes in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16957578,associate,associated,features in glioblastomas are associated with specific genetic alterations and with clinical
Abstract,"""Multifocal glioblastoma with liver metastases in the absence of surgery. Case report.""",https://pubmed.ncbi.nlm.nih.gov/2553882,differ,differing,two intracerebral glioblastomas of differing histology with metastases to the liver in
Abstract,"""Location of subventricular zone recurrence and its radiation dose predicts survival in patients with glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/29546530,recur,recur,glioblastomas are aggressive brain tumors that frequently recur in the
Abstract,"""Location of subventricular zone recurrence and its radiation dose predicts survival in patients with glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/29546530,treat,treated,"diagnosed with glioblastoma and treated with surgery, radiation, and concurrent"
Abstract,"""Location of subventricular zone recurrence and its radiation dose predicts survival in patients with glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/29546530,recur,recurred,"glioblastomas frequently recurred in the subventricular zone, and patient"
Abstract,"""Matrix gla protein (MGP): an overexpressed and migration-promoting mesenchymal component in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/19712474,characterize,characterized,subtype of glioblastoma is characterized by overexpression of extracellular matrix (ecm)/mesenchymal
Abstract,"""Matrix gla protein (MGP): an overexpressed and migration-promoting mesenchymal component in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/19712474,associate,associated,overexpressed in glioblastomas and associated with worse outcome.
Abstract,"""Matrix gla protein (MGP): an overexpressed and migration-promoting mesenchymal component in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/19712474,perform,performed,"mgp in glioblastomas, we performed expression, migration and proliferation studies"
Title,"""Immunogenomics of Hypermutated Glioblastoma: A Patient with Germline POLE Deficiency Treated with Checkpoint Blockade Immunotherapy.""",https://pubmed.ncbi.nlm.nih.gov/27683556,treat,treated,of hypermutated glioblastoma: a patient with germline pole deficiency treated with
Abstract,"""Immunogenomics of Hypermutated Glioblastoma: A Patient with Germline POLE Deficiency Treated with Checkpoint Blockade Immunotherapy.""",https://pubmed.ncbi.nlm.nih.gov/27683556,hypermutate,hypermutated,left frontal glioblastoma with primitive neuroectodermal tumor features and hypermutated genotype in
Abstract,"""Immunogenomics of Hypermutated Glioblastoma: A Patient with Germline POLE Deficiency Treated with Checkpoint Blockade Immunotherapy.""",https://pubmed.ncbi.nlm.nih.gov/27683556,treat,treated,principle that glioblastomas with dna-repair defects treated with checkpoint blockade
Abstract,"""Impact of genotype and morphology on the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/11939587,raise,raised,subsets among glioblastomas has raised the question whether distinct mutations in glioblastoma
Abstract,"""Impact of genotype and morphology on the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/11939587,associate,associated,mutations in glioblastoma-associated genes may serve as prognostic markers.
Abstract,"""Impact of genotype and morphology on the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/11939587,sample,sampled,study on glioblastomas (gbm) from 97 consecutively sampled adult patients
Abstract,"""Impact of genotype and morphology on the prognosis of glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/11939587,provide,provide,genotyping of glioblastoma may provide clinical information of prognostic importance.
Abstract,"""Neuro-oncology: unmasking the multiforme in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/20531430,require,required,classification of glioblastomas into various molecular entities is required for the successful
Title,"""Successful Preoperative Endovascular Embolization of an Extreme Hypervascular Glioblastoma Mimicking an Arteriovenous Malformation.""",https://pubmed.ncbi.nlm.nih.gov/26463396,mimic,mimicking,extreme hypervascular glioblastoma mimicking an arteriovenous malformation.
Abstract,"""Successful Preoperative Endovascular Embolization of an Extreme Hypervascular Glioblastoma Mimicking an Arteriovenous Malformation.""",https://pubmed.ncbi.nlm.nih.gov/26463396,establish,established,for hypervascular glioblastomas has not been established.
Abstract,"""Successful Preoperative Endovascular Embolization of an Extreme Hypervascular Glioblastoma Mimicking an Arteriovenous Malformation.""",https://pubmed.ncbi.nlm.nih.gov/26463396,mimic,mimicking,extreme hypervascular glioblastoma mimicking an arteriovenous malformation that was successfully treated with
Title,"""Automatic Analysis of Cellularity in Glioblastoma and Correlation with ADC Using Trajectory Analysis and Automatic Nuclei Counting.""",https://pubmed.ncbi.nlm.nih.gov/27467557,use,using,cellularity in glioblastoma and correlation with adc using trajectory analysis and automatic
Abstract,"""Automatic Analysis of Cellularity in Glioblastoma and Correlation with ADC Using Trajectory Analysis and Automatic Nuclei Counting.""",https://pubmed.ncbi.nlm.nih.gov/27467557,use,using,biopsies of glioblastoma patients using a new postprocessing approach including trajectory analysis
Abstract,"""Automatic Analysis of Cellularity in Glioblastoma and Correlation with ADC Using Trajectory Analysis and Automatic Nuclei Counting.""",https://pubmed.ncbi.nlm.nih.gov/27467557,enrol,enrolled,newly diagnosed glioblastomas were enrolled in this study.
Abstract,"""Automatic Analysis of Cellularity in Glioblastoma and Correlation with ADC Using Trajectory Analysis and Automatic Nuclei Counting.""",https://pubmed.ncbi.nlm.nih.gov/27467557,vary,varied,cellularity in glioblastomas that varied depending on the approach towards statistical analysis
Abstract,"""Role of extent of resection on quality of life in patients with newly diagnosed GBM.""",https://pubmed.ncbi.nlm.nih.gov/29371739,know,known,glioblastomas known for their adverse outcomes are most reportedly managed
Abstract,"""Molecular advances of brain tumors in radiation oncology.""",https://pubmed.ncbi.nlm.nih.gov/19464632,base,based,"glioblastoma, grade iv malignant glioma based on the world"
Abstract,"""Molecular advances of brain tumors in radiation oncology.""",https://pubmed.ncbi.nlm.nih.gov/19464632,cause,caused,prognosis of glioblastoma patients is largely caused by the striking radioresistance of
Abstract,"""Molecular advances of brain tumors in radiation oncology.""",https://pubmed.ncbi.nlm.nih.gov/19464632,provide,provide,phenotype of glioblastomas and plausible mechanisms of radiation resistance can provide new
Abstract,"""Molecular advances of brain tumors in radiation oncology.""",https://pubmed.ncbi.nlm.nih.gov/19464632,result,result,patients with glioblastoma and result in a better prognosis for these patients
Title,"""Residual Tumor Volume, Cell Volume Fraction, and Tumor Cell Kill During Fractionated Chemoradiation Therapy of Human Glioblastoma using Quantitative Sodium MR Imaging.""",https://pubmed.ncbi.nlm.nih.gov/30487127,use,using,of human glioblastoma using quantitative sodium mr imaging.
Abstract,"""Residual Tumor Volume, Cell Volume Fraction, and Tumor Cell Kill During Fractionated Chemoradiation Therapy of Human Glioblastoma using Quantitative Sodium MR Imaging.""",https://pubmed.ncbi.nlm.nih.gov/30487127,fractionate,fractionated,of human glioblastoma to fractionated chemoradiation are described by changes in the
Abstract,"""Residual Tumor Volume, Cell Volume Fraction, and Tumor Cell Kill During Fractionated Chemoradiation Therapy of Human Glioblastoma using Quantitative Sodium MR Imaging.""",https://pubmed.ncbi.nlm.nih.gov/30487127,use,using,patients with glioblastomas (n = 20) using tsc obtained from
Abstract,"""Residual Tumor Volume, Cell Volume Fraction, and Tumor Cell Kill During Fractionated Chemoradiation Therapy of Human Glioblastoma using Quantitative Sodium MR Imaging.""",https://pubmed.ncbi.nlm.nih.gov/30487127,undergo,undergoing,diagnosed human glioblastomas undergoing treatment were compared with time-to-
Abstract,"""Residual Tumor Volume, Cell Volume Fraction, and Tumor Cell Kill During Fractionated Chemoradiation Therapy of Human Glioblastoma using Quantitative Sodium MR Imaging.""",https://pubmed.ncbi.nlm.nih.gov/30487127,produce,produces,chemoradiotherapy of glioblastomas produces variable responses with low cell killing efficiency.
Title,"""Genetic and clinical characteristics of primary and secondary glioblastoma is associated with differential molecular subtype distribution.""",https://pubmed.ncbi.nlm.nih.gov/25821160,associate,associated,and secondary glioblastoma is associated with differential molecular subtype distribution.
Abstract,"""Genetic and clinical characteristics of primary and secondary glioblastoma is associated with differential molecular subtype distribution.""",https://pubmed.ncbi.nlm.nih.gov/25821160,classify,classified,glioblastoma multiforme (gbm) is classified into primary (
Abstract,"""Novel diagnostic and therapeutic approaches to malignant glioma.""",https://pubmed.ncbi.nlm.nih.gov/21607882,represent,represents,"patients with glioblastoma represents a particular challenge, with surgery followed by"
Abstract,"""Novel diagnostic and therapeutic approaches to malignant glioma.""",https://pubmed.ncbi.nlm.nih.gov/21607882,complete,completed,newly diagnosed glioblastoma have completed enrolment.
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,describe,described,-molecular glioblastoma subtypes have been described: 'primary' glioblastomas
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,arise,arise,primary' glioblastomas arise de novo in older patients and often overexpress
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,know,known,of molecular glioblastoma subtype are known.
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,classify,classified,"reviewed 75 glioblastomas, classified as tp53-mutated (n=11)"
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,mutate,mutated,"-amplified glioblastomas, greater than that of tp53-mutated glioblastomas"
Abstract,"""Magnetic resonance imaging characteristics predict epidermal growth factor receptor amplification status in glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/16361543,amplify,amplified,all 15 glioblastomas with t2 bsc<30.8 were egfr-amplified.
Abstract,"""A molecular genetic model of astrocytoma histopathology.""",https://pubmed.ncbi.nlm.nih.gov/9161727,emerge,emerge,"finally, glioblastomas may emerge from the microenvironmental outgrowth of more malignant"
Abstract,"""A molecular genetic model of astrocytoma histopathology.""",https://pubmed.ncbi.nlm.nih.gov/9161727,arise,arise,well that glioblastoma multiforme can arise via a number of independent genetic
Abstract,"""Cathepsin S expression: An independent prognostic factor in glioblastoma tumours--A pilot study.""",https://pubmed.ncbi.nlm.nih.gov/16550604,associate,associated,scores in glioblastomas were associated with significantly shorter survival (10 vs.
Abstract,"""Evodiamine, a plant alkaloid, induces calcium/JNK-mediated autophagy and calcium/mitochondria-mediated apoptosis in human glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/23774672,characterize,characterized,"glioblastomas, the most common primary gliomas, are characterized"
Abstract,"""Evodiamine, a plant alkaloid, induces calcium/JNK-mediated autophagy and calcium/mitochondria-mediated apoptosis in human glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/23774672,need,needs,autophagy in glioblastoma development still needs to be further investigated.
Abstract,"""Immunohistochemical analysis of giant cell glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/7550996,express,expresses,"as ordinary glioblastomas and, as these, expresses high levels of"
Abstract,"""Immunohistochemical analysis of giant cell glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/7550996,have,has,"as ordinary glioblastoma, has distinct biological and clinical characteristics, with"
Abstract,"""Diagnostic implications of IDH1-R132H and OLIG2 expression patterns in rare and challenging glioblastoma variants.""",https://pubmed.ncbi.nlm.nih.gov/23041832,include,including,"-conventional glioblastomas, including 45 small cell glioblastomas, 45 gliosarcomas"
Abstract,"""Diagnostic implications of IDH1-R132H and OLIG2 expression patterns in rare and challenging glioblastoma variants.""",https://pubmed.ncbi.nlm.nih.gov/23041832,rule,ruling,"granular cell glioblastomas, the latter being particularly helpful in ruling out"
Abstract,"""Diagnostic implications of IDH1-R132H and OLIG2 expression patterns in rare and challenging glioblastoma variants.""",https://pubmed.ncbi.nlm.nih.gov/23041832,exclude,excluding,"support for glioblastoma with oligodendroglial component, while essentially excluding small cell"
Abstract,"""Histopathologic and immunohistochemical profile of spinal glioblastoma: a study of six cases.""",https://pubmed.ncbi.nlm.nih.gov/21643805,know,known,spinal intramedullary glioblastomas are uncommon tumors and are known to have a
Abstract,"""Histopathologic and immunohistochemical profile of spinal glioblastoma: a study of six cases.""",https://pubmed.ncbi.nlm.nih.gov/21643805,underline,underlined,that spinal glioblastomas are heterogeneous tumors underlined by complex molecular pathways.
Title,"""A Retrospective Genomic Landscape of 661 Young Adult Glioblastomas Diagnosed Using 2016 WHO Guidelines for Central Nervous System Tumors.""",https://pubmed.ncbi.nlm.nih.gov/37619245,diagnose,diagnosed,young adult glioblastomas diagnosed using 2016 who guidelines for central nervous system
Abstract,"""A Retrospective Genomic Landscape of 661 Young Adult Glioblastomas Diagnosed Using 2016 WHO Guidelines for Central Nervous System Tumors.""",https://pubmed.ncbi.nlm.nih.gov/37619245,diagnose,diagnosed,young adult glioblastomas diagnosed using 2016 who world health organization classification of
Title,"""Supramaximal resection: retrospective study on IDH-wildtype Glioblastomas based on the new RANO-Resect classification.""",https://pubmed.ncbi.nlm.nih.gov/38676720,base,based,-wildtype glioblastomas based on the new rano-resect classification.
Abstract,"""Supramaximal resection: retrospective study on IDH-wildtype Glioblastomas based on the new RANO-Resect classification.""",https://pubmed.ncbi.nlm.nih.gov/38676720,debate,debated,"management of glioblastoma is a long-debated topic, recently widened"
Abstract,"""Prognostic implications of epilepsy in glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/26489387,improve,improved,and secondary glioblastomas were factors that improved survival (p<0.001).
Abstract,"""Prognostic implications of epilepsy in glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/26489387,predict,predict,symptom in glioblastomas predict longer survival.
Abstract,"""Biologic characterization of a secondary glioblastoma with extracranial progression and systemic metastasis.""",https://pubmed.ncbi.nlm.nih.gov/12626129,metastasize,metastasize,glioblastomas rarely metastasize outside the cns.
Abstract,"""Biologic characterization of a secondary glioblastoma with extracranial progression and systemic metastasis.""",https://pubmed.ncbi.nlm.nih.gov/12626129,associate,associated,of secondary glioblastoma associated with extracranial progression and distant metastasis.
Abstract,"""Amino Acid PET Imaging of the Early Metabolic Response During Tumor-Treating Fields (TTFields) Therapy in Recurrent Glioblastoma.""",https://pubmed.ncbi.nlm.nih.gov/29261637,detect,detected,"in recurrent glioblastoma, and this treatment response can be detected by"
Abstract,"""MicroRNAs in brain tumors : a new diagnostic and therapeutic perspective?""",https://pubmed.ncbi.nlm.nih.gov/21739238,summarize,summarized,adults (glioblastomas) and children (medulloblastomas) will be summarized
Abstract,"""Dendritic cell immunotherapy for brain tumors.""",https://pubmed.ncbi.nlm.nih.gov/26037466,characterize,characterized,"glioblastomas are characterized by immunosuppression, rapid proliferation, angiogenesis"
Abstract,"""Cisplatin but not BCNU inhibits urokinase-type plasminogen activator levels in human glioblastoma cell lines in vitro.""",https://pubmed.ncbi.nlm.nih.gov/9219734,invade,invade,"glioblastomas extensively invade the surrounding normal brain tissue, with"
Abstract,"""Cisplatin but not BCNU inhibits urokinase-type plasminogen activator levels in human glioblastoma cell lines in vitro.""",https://pubmed.ncbi.nlm.nih.gov/9219734,study,study,"treatment of glioblastomas, to study the expression of upa in three"
Abstract,"""Cisplatin but not BCNU inhibits urokinase-type plasminogen activator levels in human glioblastoma cell lines in vitro.""",https://pubmed.ncbi.nlm.nih.gov/9219734,result,resulted,treatment of glioblastoma cells with cisplatin resulted in significantly decreased levels of
Abstract,"""The critical role of ERK in death resistance and invasiveness of hypoxia-selected glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/19161638,expose,exposed,in malignant glioblastomas exposed to hypoxia than in low grade astrocytic glial
Abstract,"""The treatment of glioblastomas: a systematic update on clinical Phase III trials.""",https://pubmed.ncbi.nlm.nih.gov/23453191,associate,associated,glioblastomas (gbms) are invariably associated with unavoidable tumor
Abstract,"""[Genetic diseases and glioblastomas].""",https://pubmed.ncbi.nlm.nih.gov/20869734,relate,related,review discusses glioblastomas related to these diseases and the current knowledge on
Abstract,"""Enhancement of radiation sensitivity, delay of proliferative recovery after radiation and abrogation of MAPK (p44/42) signaling by imatinib in glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/16820883,pretreate,pretreated,glioblastoma cells pretreated with imatinib demonstrated an enhanced sensitivity to
Abstract,"""Enhancement of radiation sensitivity, delay of proliferative recovery after radiation and abrogation of MAPK (p44/42) signaling by imatinib in glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/16820883,expose,exposed,in irradiated glioblastoma cells exposed to imatinib may be a consequence of
Abstract,"""Enhancement of radiation sensitivity, delay of proliferative recovery after radiation and abrogation of MAPK (p44/42) signaling by imatinib in glioblastoma cells.""",https://pubmed.ncbi.nlm.nih.gov/16820883,receive,receive,treatment of glioblastomas that receive radiation therapy.
Abstract,"""NFKBIA deletion in glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/21175304,have,have,tumorigenesis in glioblastomas that do not have alterations of egfr.
Abstract,"""NFKBIA deletion in glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/21175304,occur,occur,mutated in glioblastomas; most deletions occur in nonclassical subtypes of the
Abstract,"""NFKBIA deletion in glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/21175304,associate,associated,pathogenesis of glioblastoma and is associated with comparatively short survival.
Title,"""High-resolution blood-pool-contrast-enhanced MR angiography in glioblastoma: tumor-associated neovascularization as a biomarker for patient survival. A preliminary study.""",https://pubmed.ncbi.nlm.nih.gov/26438560,associate,associated,angiography in glioblastoma: tumor-associated neovascularization as a biomarker for
Abstract,"""High-resolution blood-pool-contrast-enhanced MR angiography in glioblastoma: tumor-associated neovascularization as a biomarker for patient survival. A preliminary study.""",https://pubmed.ncbi.nlm.nih.gov/26438560,include,including,) with glioblastoma underwent mri including first-pass dynamic susceptibility contrast
Abstract,"""High-resolution blood-pool-contrast-enhanced MR angiography in glioblastoma: tumor-associated neovascularization as a biomarker for patient survival. A preliminary study.""",https://pubmed.ncbi.nlm.nih.gov/26438560,associate,associated,hypervascular glioblastomas were associated with higher cel volume and lower karnofsky
Abstract,"""High-resolution blood-pool-contrast-enhanced MR angiography in glioblastoma: tumor-associated neovascularization as a biomarker for patient survival. A preliminary study.""",https://pubmed.ncbi.nlm.nih.gov/26438560,treat,treated,"and hypervascular glioblastomas treated with surgery, radiotherapy, and chemotherapy were"
Abstract,"""High-resolution blood-pool-contrast-enhanced MR angiography in glioblastoma: tumor-associated neovascularization as a biomarker for patient survival. A preliminary study.""",https://pubmed.ncbi.nlm.nih.gov/26438560,seem,seems,newly diagnosed glioblastoma seems to be a useful biomarker that correlates with
Title,"""Tp53-gene transfer induces hypersensitivity to low doses of X-rays in glioblastoma cells: a strategy to convert a radio-resistant phenotype into a radiosensitive one.""",https://pubmed.ncbi.nlm.nih.gov/16356835,convert,convert,rays in glioblastoma cells: a strategy to convert a radio-
Abstract,"""Tp53-gene transfer induces hypersensitivity to low doses of X-rays in glioblastoma cells: a strategy to convert a radio-resistant phenotype into a radiosensitive one.""",https://pubmed.ncbi.nlm.nih.gov/16356835,show,show,"activity, glioblastomas show a high degree of radioresistance."
Title,"""In vitro apoptotic induction of human glioblastoma cells by Fas ligand plus etoposide and in vivo antitumour activity of combined drugs in xenografted nude rats.""",https://pubmed.ncbi.nlm.nih.gov/17143538,etoposide,etoposide,of human glioblastoma cells by fas ligand plus etoposide and in vivo
Abstract,"""In vitro apoptotic induction of human glioblastoma cells by Fas ligand plus etoposide and in vivo antitumour activity of combined drugs in xenografted nude rats.""",https://pubmed.ncbi.nlm.nih.gov/17143538,express,express,human glioblastomas that express fas/cd95 receptor are highly resistant
Abstract,"""In vitro apoptotic induction of human glioblastoma cells by Fas ligand plus etoposide and in vivo antitumour activity of combined drugs in xenografted nude rats.""",https://pubmed.ncbi.nlm.nih.gov/17143538,study,studied,"-expressing glioblastoma cell line, u-87 mg, was firstly studied"
Abstract,"""In vitro apoptotic induction of human glioblastoma cells by Fas ligand plus etoposide and in vivo antitumour activity of combined drugs in xenografted nude rats.""",https://pubmed.ncbi.nlm.nih.gov/17143538,fas,fas,sensitivity of glioblastoma cells to fas or etoposide-mediated apoptosis.
Title,"""[Familiar glioblastoma presenting as a true multicentric tumor: etiopathogenic and prognostic features].""",https://pubmed.ncbi.nlm.nih.gov/16960645,present,presenting,[familiar glioblastoma presenting as a true multicentric tumor: etiopathogenic and
Abstract,"""[Familiar glioblastoma presenting as a true multicentric tumor: etiopathogenic and prognostic features].""",https://pubmed.ncbi.nlm.nih.gov/16960645,associate,associated,metachronous glioblastomas have been associated to better prognosis in some studies
Abstract,"""The transcription factor ATF5: role in neurodevelopment and neural tumors.""",https://pubmed.ncbi.nlm.nih.gov/19046351,indicate,indicates,atf5 in glioblastoma cells indicates that interference with its expression or activity
Abstract,"""In vitro assessment of Taxol for human glioblastoma: chemosensitivity and cellular locomotion.""",https://pubmed.ncbi.nlm.nih.gov/7795275,slow,slow,"taxol for glioblastoma may slow the growth of bulk disease, but"
Title,"""Glioblastomas with and without peritumoral fluid-attenuated inversion recovery (FLAIR) hyperintensity present morphological and microstructural differences on conventional MR images.""",https://pubmed.ncbi.nlm.nih.gov/37495706,attenuate,attenuated,glioblastomas with and without peritumoral fluid-attenuated inversion recovery
Abstract,"""Glioblastomas with and without peritumoral fluid-attenuated inversion recovery (FLAIR) hyperintensity present morphological and microstructural differences on conventional MR images.""",https://pubmed.ncbi.nlm.nih.gov/37495706,attenuate,attenuated,objectives: glioblastoma (gb) without peritumoral fluid-attenuated inversion
Abstract,"""Glioblastomas with and without peritumoral fluid-attenuated inversion recovery (FLAIR) hyperintensity present morphological and microstructural differences on conventional MR images.""",https://pubmed.ncbi.nlm.nih.gov/37495706,show,show,statement: glioblastomas without peritumoral flair hyperintensity show less immature neovascularization and
Abstract,"""Glioblastomas with and without peritumoral fluid-attenuated inversion recovery (FLAIR) hyperintensity present morphological and microstructural differences on conventional MR images.""",https://pubmed.ncbi.nlm.nih.gov/37495706,show,showed,• glioblastomas without peritumoral flair hyperintensity showed less necrosis and contrast
Abstract,"""Glioblastomas with and without peritumoral fluid-attenuated inversion recovery (FLAIR) hyperintensity present morphological and microstructural differences on conventional MR images.""",https://pubmed.ncbi.nlm.nih.gov/37495706,have,had,• glioblastomas without peritumoral flair hyperintensity had less immature neovascularization and
Abstract,"""[Determination of molecular glioblastoma subclasses on the basis of analysis of gene expression].""",https://pubmed.ncbi.nlm.nih.gov/25536822,distinguish,distinguished,"two glioblastoma groups, which are distinguished from each other by"
Abstract,"""[Determination of molecular glioblastoma subclasses on the basis of analysis of gene expression].""",https://pubmed.ncbi.nlm.nih.gov/25536822,reflect,reflect,of the glioblastomas into two groups may reflect two pathways of astrocytic
Abstract,"""Molecular genetic analysis of deep-seated glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/15325097,divide,divided,glioblastoma can be divided into genetic subsets.
Abstract,"""Molecular genetic analysis of deep-seated glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/15325097,have,have,"third of glioblastomas have tp53 mutations, one third"
Abstract,"""Molecular genetic analysis of deep-seated glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/15325097,have,have,", secondary glioblastomas have a much higher incidence of tp53 mutations than"
Abstract,"""Molecular genetic analysis of deep-seated glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/15325097,have,have,"onset, glioblastomas in young adults are likely to have tp53 mutations"
Abstract,"""Molecular genetic analysis of deep-seated glioblastomas.""",https://pubmed.ncbi.nlm.nih.gov/15325097,define,defined,between the glioblastoma sites and the genetic subsets defined by the presence
